method,split,task,regime,mean_success_rate,ci95_success_rate,mean_contact_precision,ci95_contact_precision,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
no_budget_planner,heldout_disturbance,fallen_object_pickup,narrow_support_polygon,0.309524,0.028803,0.275095,0.005178,0.344058,0.001047,0.199005,0.002883,0.337634,0.001532,0.266089,0.004706,0.137384,0.000719,0.128432,0.000721,7,84
no_budget_planner,heldout_disturbance,fallen_object_pickup,nominal_contacts,0.377551,0.047415,0.291311,0.003820,0.325750,0.003929,0.187628,0.000961,0.342051,0.001370,0.275602,0.001387,0.133627,0.002454,0.125050,0.002424,7,84
no_budget_planner,heldout_disturbance,fallen_object_pickup,one_hand_occupied,0.321429,0.032203,0.279337,0.001331,0.346264,0.000999,0.196257,0.000945,0.332047,0.001342,0.266549,0.001347,0.140953,0.000686,0.129302,0.000688,7,84
no_budget_planner,heldout_disturbance,fallen_object_pickup,slippery_foot_contact,0.353741,0.031681,0.276163,0.001383,0.337612,0.001037,0.191274,0.002029,0.340334,0.001477,0.271879,0.005137,0.137009,0.000712,0.127334,0.000714,7,84
no_budget_planner,heldout_disturbance,fallen_object_pickup,unexpected_push,0.311224,0.040870,0.269619,0.003825,0.350089,0.000979,0.200309,0.002967,0.334227,0.001428,0.267796,0.001467,0.139327,0.000673,0.128317,0.001904,7,84
no_budget_planner,heldout_disturbance,push_cart_with_footstep,compound_contact_scarcity,0.326531,0.039063,0.266367,0.005117,0.363693,0.002824,0.210564,0.002568,0.303216,0.001614,0.258600,0.001659,0.142140,0.001939,0.134702,0.000729,7,84
no_budget_planner,heldout_disturbance,push_cart_with_footstep,contact_dropout,0.318027,0.037663,0.276295,0.001344,0.356856,0.003914,0.205783,0.000772,0.308828,0.003793,0.262425,0.004771,0.142240,0.002687,0.130524,0.002644,7,84
no_budget_planner,heldout_disturbance,push_cart_with_footstep,narrow_support_polygon,0.358844,0.035066,0.280966,0.001434,0.347382,0.003860,0.199632,0.001184,0.308527,0.005168,0.270607,0.001430,0.139929,0.002651,0.127928,0.000676,7,84
no_budget_planner,heldout_disturbance,push_cart_with_footstep,nominal_contacts,0.479592,0.032489,0.287706,0.001357,0.327111,0.001018,0.182124,0.000996,0.319782,0.001365,0.277903,0.004784,0.135969,0.000699,0.125493,0.000701,7,84
no_budget_planner,heldout_disturbance,push_cart_with_footstep,one_hand_occupied,0.409864,0.040369,0.276549,0.001370,0.343093,0.001027,0.192336,0.000756,0.312803,0.001402,0.271851,0.004747,0.139039,0.000705,0.128938,0.000708,7,84
no_budget_planner,heldout_disturbance,push_cart_with_footstep,slippery_foot_contact,0.401361,0.035901,0.285791,0.001421,0.338607,0.003868,0.193669,0.001286,0.317183,0.001405,0.268605,0.001401,0.137956,0.002656,0.125241,0.000669,7,84
no_budget_planner,heldout_disturbance,push_cart_with_footstep,unexpected_push,0.350340,0.039721,0.274344,0.001344,0.354267,0.001008,0.200663,0.001264,0.308561,0.001342,0.271186,0.001343,0.142459,0.000692,0.131827,0.000695,7,84
no_budget_planner,heldout_layout,bimanual_shelf_reach,compound_contact_scarcity,0.307823,0.016443,0.272942,0.003801,0.358604,0.003898,0.209733,0.000531,0.319262,0.004771,0.263388,0.001398,0.141085,0.002677,0.128739,0.001912,7,84
no_budget_planner,heldout_layout,bimanual_shelf_reach,contact_dropout,0.352041,0.039721,0.273096,0.001242,0.349582,0.000931,0.198658,0.000879,0.322276,0.004871,0.273856,0.001279,0.139684,0.000640,0.126499,0.001916,7,84
no_budget_planner,heldout_layout,bimanual_shelf_reach,narrow_support_polygon,0.430272,0.025676,0.282049,0.004804,0.338174,0.003603,0.194767,0.001724,0.333004,0.001427,0.272453,0.005143,0.136045,0.002474,0.124870,0.002455,7,84
no_budget_planner,heldout_layout,bimanual_shelf_reach,nominal_contacts,0.443878,0.030000,0.293867,0.001255,0.321711,0.000941,0.181474,0.000850,0.335405,0.001269,0.275405,0.001275,0.134701,0.000646,0.120461,0.000649,7,84
no_budget_planner,heldout_layout,bimanual_shelf_reach,one_hand_occupied,0.403061,0.029439,0.277062,0.001267,0.333457,0.000951,0.189037,0.001914,0.327485,0.004769,0.277599,0.003860,0.134862,0.000653,0.125588,0.002622,7,84
no_budget_planner,heldout_layout,bimanual_shelf_reach,slippery_foot_contact,0.384354,0.029123,0.285207,0.001319,0.333295,0.000989,0.189204,0.001018,0.326253,0.001321,0.271045,0.001323,0.136748,0.000679,0.124842,0.000682,7,84
no_budget_planner,heldout_layout,bimanual_shelf_reach,unexpected_push,0.369048,0.027889,0.273592,0.003849,0.341968,0.000931,0.195946,0.002680,0.331196,0.001359,0.271187,0.001397,0.136453,0.000640,0.128945,0.001916,7,84
no_budget_planner,heldout_layout,box_lift_rebalance,compound_contact_scarcity,0.295918,0.022443,0.265132,0.001344,0.358177,0.001008,0.204995,0.001025,0.323003,0.001339,0.263177,0.001338,0.140722,0.000692,0.129865,0.000695,7,84
no_budget_planner,heldout_layout,box_lift_rebalance,contact_dropout,0.329932,0.026805,0.279079,0.001216,0.350924,0.003662,0.202320,0.000723,0.327956,0.003840,0.273172,0.001254,0.140537,0.002514,0.127690,0.000576,7,84
no_budget_planner,heldout_layout,box_lift_rebalance,narrow_support_polygon,0.324830,0.032088,0.281350,0.001306,0.343080,0.000979,0.196176,0.001255,0.329828,0.001293,0.267519,0.001290,0.139345,0.000673,0.127349,0.000675,7,84
no_budget_planner,heldout_layout,box_lift_rebalance,nominal_contacts,0.420068,0.030000,0.293669,0.004873,0.316702,0.003655,0.182817,0.001908,0.341880,0.001322,0.275550,0.003811,0.130048,0.001964,0.121889,0.000582,7,84
no_budget_planner,heldout_layout,box_lift_rebalance,one_hand_occupied,0.403061,0.049216,0.279829,0.001242,0.335818,0.000931,0.189483,0.001061,0.339257,0.004811,0.276194,0.001286,0.136413,0.000640,0.124043,0.002418,7,84
no_budget_planner,heldout_layout,box_lift_rebalance,slippery_foot_contact,0.375850,0.039394,0.281543,0.001293,0.330832,0.000970,0.187468,0.000781,0.340849,0.001324,0.277071,0.001335,0.134987,0.000666,0.122291,0.000668,7,84
no_budget_planner,heldout_layout,box_lift_rebalance,unexpected_push,0.301020,0.043419,0.277289,0.001216,0.346740,0.000912,0.198646,0.001264,0.336924,0.003869,0.270565,0.001223,0.139661,0.000626,0.125617,0.001921,7,84
no_budget_planner,heldout_layout,door_open_step_through,compound_contact_scarcity,0.329932,0.025313,0.265458,0.003792,0.356250,0.001047,0.206420,0.002750,0.318818,0.001552,0.260889,0.001601,0.139510,0.000719,0.130626,0.000721,7,84
no_budget_planner,heldout_layout,door_open_step_through,contact_dropout,0.375850,0.031740,0.269695,0.001267,0.346860,0.000951,0.197321,0.001225,0.314381,0.001325,0.263877,0.001345,0.137857,0.000653,0.128135,0.002622,7,84
no_budget_planner,heldout_layout,door_open_step_through,narrow_support_polygon,0.426871,0.031564,0.283566,0.001357,0.340855,0.003590,0.194607,0.000880,0.320821,0.005205,0.269601,0.001389,0.137928,0.002465,0.125621,0.002618,7,84
no_budget_planner,heldout_layout,door_open_step_through,nominal_contacts,0.443878,0.031269,0.292802,0.001280,0.320741,0.000960,0.180847,0.001061,0.334385,0.001282,0.283723,0.001284,0.134076,0.000659,0.121006,0.000662,7,84
no_budget_planner,heldout_layout,door_open_step_through,one_hand_occupied,0.379252,0.044804,0.278333,0.001293,0.334239,0.000970,0.189120,0.001214,0.324191,0.001304,0.274486,0.001308,0.135440,0.000666,0.122755,0.000668,7,84
no_budget_planner,heldout_layout,door_open_step_through,slippery_foot_contact,0.394558,0.037908,0.279814,0.001344,0.329079,0.001008,0.187100,0.002122,0.320978,0.001416,0.275131,0.001440,0.133894,0.000692,0.123171,0.000695,7,84
no_budget_planner,heldout_layout,door_open_step_through,unexpected_push,0.360544,0.020184,0.279338,0.004847,0.342676,0.003635,0.200181,0.000623,0.318449,0.005265,0.272279,0.004838,0.136981,0.002496,0.129493,0.000602,7,84
no_budget_planner,heldout_layout,fallen_object_pickup,compound_contact_scarcity,0.292517,0.035590,0.265585,0.003801,0.356916,0.001027,0.206386,0.002791,0.330472,0.001508,0.268422,0.001552,0.139828,0.000705,0.129873,0.000708,7,84
no_budget_planner,heldout_layout,fallen_object_pickup,contact_dropout,0.329932,0.036968,0.275334,0.001242,0.351659,0.000931,0.200515,0.001068,0.331385,0.001251,0.267564,0.005280,0.141014,0.000640,0.126774,0.000642,7,84
no_budget_planner,heldout_layout,fallen_object_pickup,narrow_support_polygon,0.343537,0.043631,0.274141,0.001331,0.337787,0.000999,0.194086,0.002071,0.336669,0.004686,0.267614,0.001440,0.135683,0.000686,0.124606,0.000688,7,84
no_budget_planner,heldout_layout,fallen_object_pickup,nominal_contacts,0.389456,0.031269,0.296289,0.001255,0.318781,0.003967,0.183874,0.000888,0.349246,0.001261,0.278409,0.001264,0.132591,0.002724,0.121891,0.000584,7,84
no_budget_planner,heldout_layout,fallen_object_pickup,one_hand_occupied,0.363946,0.037019,0.279668,0.001267,0.335811,0.000951,0.190361,0.001012,0.336989,0.001281,0.271710,0.004829,0.136381,0.000653,0.122621,0.000655,7,84
no_budget_planner,heldout_layout,fallen_object_pickup,slippery_foot_contact,0.345238,0.030123,0.288549,0.001319,0.332770,0.003609,0.191852,0.001125,0.341001,0.001314,0.274953,0.001314,0.136290,0.002478,0.126771,0.000628,7,84
no_budget_planner,heldout_layout,fallen_object_pickup,unexpected_push,0.321429,0.032603,0.273543,0.001242,0.344045,0.000931,0.196129,0.000781,0.338102,0.005289,0.274151,0.001272,0.137783,0.000640,0.126933,0.002633,7,84
no_budget_planner,heldout_layout,push_cart_with_footstep,compound_contact_scarcity,0.307823,0.043631,0.269677,0.001408,0.361016,0.001056,0.207062,0.001147,0.304144,0.001421,0.268873,0.003807,0.142810,0.000725,0.130951,0.002565,7,84
no_budget_planner,heldout_layout,push_cart_with_footstep,contact_dropout,0.386054,0.026387,0.275828,0.005269,0.344485,0.000960,0.199967,0.002226,0.306094,0.001411,0.264498,0.001452,0.136254,0.000659,0.129303,0.002404,7,84
no_budget_planner,heldout_layout,push_cart_with_footstep,narrow_support_polygon,0.386054,0.035953,0.280355,0.005198,0.336618,0.002851,0.195971,0.001993,0.312402,0.001446,0.276970,0.001471,0.135047,0.001957,0.124374,0.000676,7,84
no_budget_planner,heldout_layout,push_cart_with_footstep,nominal_contacts,0.414966,0.040231,0.290739,0.001293,0.319080,0.000970,0.180381,0.000861,0.324919,0.003831,0.283211,0.003831,0.132964,0.000666,0.120375,0.000668,7,84
no_budget_planner,heldout_layout,push_cart_with_footstep,one_hand_occupied,0.389456,0.024795,0.277222,0.001306,0.333293,0.000979,0.189381,0.002223,0.317928,0.001385,0.277166,0.001412,0.134818,0.000673,0.122611,0.000675,7,84
no_budget_planner,heldout_layout,push_cart_with_footstep,slippery_foot_contact,0.409864,0.047454,0.282512,0.001357,0.330988,0.001018,0.187042,0.001239,0.318539,0.001370,0.279353,0.003827,0.135233,0.000699,0.124977,0.000701,7,84
no_budget_planner,heldout_layout,push_cart_with_footstep,unexpected_push,0.375850,0.043759,0.280898,0.001280,0.347162,0.002876,0.198577,0.001114,0.312661,0.005245,0.270890,0.005237,0.138946,0.002448,0.128484,0.000630,7,84
no_budget_planner,heldout_object,bimanual_shelf_reach,compound_contact_scarcity,0.362245,0.029627,0.276054,0.003801,0.352416,0.003898,0.205305,0.000918,0.324287,0.005187,0.265472,0.001377,0.138185,0.002649,0.126715,0.002406,7,84
no_budget_planner,heldout_object,bimanual_shelf_reach,contact_dropout,0.365646,0.038682,0.276208,0.001242,0.341679,0.000931,0.195098,0.001504,0.329545,0.005332,0.275883,0.001205,0.136750,0.000640,0.124448,0.002418,7,84
no_budget_planner,heldout_object,bimanual_shelf_reach,narrow_support_polygon,0.401361,0.026317,0.285161,0.004804,0.330271,0.003603,0.193371,0.000867,0.335591,0.001343,0.281200,0.001348,0.133111,0.002474,0.123962,0.002629,7,84
no_budget_planner,heldout_object,bimanual_shelf_reach,nominal_contacts,0.447279,0.037367,0.296979,0.001255,0.313809,0.000941,0.178159,0.001280,0.338088,0.001246,0.279703,0.003861,0.131767,0.000646,0.117266,0.000649,7,84
no_budget_planner,heldout_object,bimanual_shelf_reach,one_hand_occupied,0.401361,0.052845,0.280174,0.001267,0.325555,0.000951,0.186987,0.003290,0.334678,0.005204,0.281815,0.001469,0.131928,0.000653,0.123536,0.002409,7,84
no_budget_planner,heldout_object,bimanual_shelf_reach,slippery_foot_contact,0.406463,0.034319,0.288320,0.001319,0.325393,0.000989,0.185439,0.000995,0.333532,0.004803,0.275372,0.003849,0.133814,0.000679,0.121647,0.000682,7,84
no_budget_planner,heldout_object,bimanual_shelf_reach,unexpected_push,0.396259,0.024795,0.276704,0.003849,0.334065,0.000931,0.193202,0.002727,0.333850,0.001388,0.273161,0.001434,0.133519,0.000640,0.126894,0.000642,7,84
no_budget_planner,heldout_object,box_lift_rebalance,compound_contact_scarcity,0.335034,0.045379,0.268294,0.001344,0.350177,0.001008,0.201960,0.002414,0.330300,0.004688,0.265219,0.001454,0.137754,0.000692,0.126634,0.000695,7,84
no_budget_planner,heldout_object,box_lift_rebalance,contact_dropout,0.367347,0.035798,0.282241,0.001216,0.344639,0.002894,0.198293,0.000879,0.335302,0.005295,0.275278,0.001234,0.137603,0.002470,0.124487,0.000598,7,84
no_budget_planner,heldout_object,box_lift_rebalance,narrow_support_polygon,0.350340,0.049591,0.284512,0.001306,0.335080,0.000979,0.192324,0.001608,0.337166,0.004866,0.271901,0.003846,0.136377,0.000673,0.124119,0.000675,7,84
no_budget_planner,heldout_object,box_lift_rebalance,nominal_contacts,0.437075,0.037663,0.299117,0.003854,0.308702,0.003655,0.180312,0.000792,0.344576,0.001262,0.284418,0.005276,0.128223,0.002510,0.118658,0.000582,7,84
no_budget_planner,heldout_object,box_lift_rebalance,one_hand_occupied,0.408163,0.039347,0.282991,0.001242,0.327818,0.000931,0.186120,0.001085,0.346570,0.001254,0.278257,0.001259,0.133445,0.000640,0.123099,0.002633,7,84
no_budget_planner,heldout_object,box_lift_rebalance,slippery_foot_contact,0.391156,0.025166,0.284705,0.001293,0.322832,0.000970,0.183860,0.000654,0.343601,0.001312,0.279150,0.001319,0.132019,0.000666,0.119060,0.000668,7,84
no_budget_planner,heldout_object,box_lift_rebalance,unexpected_push,0.336735,0.022027,0.280450,0.001216,0.338740,0.000912,0.194548,0.000577,0.341987,0.001236,0.272675,0.001244,0.136693,0.000626,0.123530,0.002427,7,84
no_budget_planner,heldout_object,door_open_step_through,compound_contact_scarcity,0.340136,0.039721,0.270828,0.004761,0.348407,0.001047,0.202945,0.002435,0.321477,0.001548,0.267455,0.004643,0.136597,0.000719,0.127453,0.000721,7,84
no_budget_planner,heldout_object,door_open_step_through,contact_dropout,0.363946,0.029187,0.275064,0.003839,0.339016,0.000951,0.195520,0.002118,0.316956,0.001361,0.270334,0.004681,0.134944,0.000653,0.126106,0.002622,7,84
no_budget_planner,heldout_object,door_open_step_through,narrow_support_polygon,0.420068,0.043716,0.286648,0.001357,0.334727,0.002854,0.191652,0.000796,0.328028,0.004752,0.271560,0.001414,0.136193,0.001960,0.123618,0.002609,7,84
no_budget_planner,heldout_object,door_open_step_through,nominal_contacts,0.457483,0.015154,0.295884,0.001280,0.312897,0.000960,0.177291,0.000715,0.337047,0.001288,0.285721,0.001291,0.131163,0.000659,0.117833,0.000662,7,84
no_budget_planner,heldout_object,door_open_step_through,one_hand_occupied,0.401361,0.030429,0.281415,0.001293,0.326396,0.000970,0.186502,0.002504,0.326807,0.001392,0.276423,0.001425,0.132527,0.000666,0.120725,0.001906,7,84
no_budget_planner,heldout_object,door_open_step_through,slippery_foot_contact,0.404762,0.054126,0.282896,0.001344,0.321236,0.001008,0.184769,0.001922,0.323580,0.001440,0.277049,0.001471,0.130981,0.000692,0.119998,0.000695,7,84
no_budget_planner,heldout_object,door_open_step_through,unexpected_push,0.369048,0.032603,0.284708,0.003839,0.336547,0.003960,0.196858,0.000536,0.325673,0.004805,0.278836,0.001320,0.134102,0.002473,0.126347,0.000591,7,84
no_budget_planner,heldout_object,fallen_object_pickup,compound_contact_scarcity,0.290816,0.044638,0.271054,0.004778,0.348876,0.001027,0.204328,0.002051,0.333168,0.001475,0.270420,0.001509,0.136846,0.000705,0.126628,0.000708,7,84
no_budget_planner,heldout_object,fallen_object_pickup,contact_dropout,0.355442,0.031972,0.278515,0.001242,0.343620,0.000931,0.196661,0.000673,0.336458,0.003834,0.276539,0.003827,0.138032,0.000640,0.123530,0.000642,7,84
no_budget_planner,heldout_object,fallen_object_pickup,narrow_support_polygon,0.345238,0.025963,0.279609,0.003815,0.329747,0.000999,0.191946,0.002150,0.343942,0.005129,0.271904,0.003771,0.132701,0.000686,0.121361,0.000688,7,84
no_budget_planner,heldout_object,fallen_object_pickup,nominal_contacts,0.394558,0.023570,0.299470,0.001255,0.312457,0.003642,0.180620,0.000808,0.352001,0.001264,0.280484,0.001268,0.130787,0.002501,0.118674,0.000595,7,84
no_budget_planner,heldout_object,fallen_object_pickup,one_hand_occupied,0.370748,0.044514,0.282849,0.001267,0.327771,0.000951,0.186955,0.001143,0.339752,0.001284,0.278369,0.005265,0.133399,0.000653,0.120519,0.001911,7,84
no_budget_planner,heldout_object,fallen_object_pickup,slippery_foot_contact,0.438776,0.057927,0.291731,0.001319,0.326446,0.002865,0.186476,0.001676,0.343862,0.001324,0.277166,0.001328,0.134486,0.001967,0.123553,0.000650,7,84
no_budget_planner,heldout_object,fallen_object_pickup,unexpected_push,0.377551,0.024267,0.276724,0.001242,0.336006,0.000931,0.191539,0.000832,0.345498,0.003842,0.276313,0.001255,0.134801,0.000640,0.124832,0.002633,7,84
no_budget_planner,heldout_object,push_cart_with_footstep,compound_contact_scarcity,0.304422,0.027352,0.272740,0.001408,0.353211,0.001056,0.203917,0.001063,0.306764,0.001405,0.273112,0.001406,0.139911,0.000725,0.128936,0.002361,7,84
no_budget_planner,heldout_object,push_cart_with_footstep,contact_dropout,0.387755,0.034854,0.278890,0.005269,0.338396,0.002876,0.197954,0.002503,0.308658,0.001374,0.268663,0.003832,0.134532,0.001975,0.127315,0.001909,7,84
no_budget_planner,heldout_object,push_cart_with_footstep,narrow_support_polygon,0.431973,0.037663,0.285704,0.004778,0.330528,0.003583,0.191754,0.002259,0.315076,0.001473,0.278991,0.001506,0.133325,0.002461,0.121242,0.000654,7,84
no_budget_planner,heldout_object,push_cart_with_footstep,nominal_contacts,0.464286,0.040092,0.293802,0.001293,0.311276,0.000970,0.175970,0.001333,0.329889,0.001285,0.287532,0.001284,0.130064,0.000666,0.117216,0.000668,7,84
no_budget_planner,heldout_object,push_cart_with_footstep,one_hand_occupied,0.459184,0.051890,0.280285,0.001306,0.325488,0.000979,0.185623,0.002447,0.320579,0.001425,0.279157,0.001463,0.131919,0.000673,0.120596,0.001904,7,84
no_budget_planner,heldout_object,push_cart_with_footstep,slippery_foot_contact,0.445578,0.043162,0.285575,0.001357,0.323184,0.001018,0.182957,0.001304,0.321206,0.001357,0.283653,0.001358,0.132334,0.000699,0.121818,0.000701,7,84
no_budget_planner,heldout_object,push_cart_with_footstep,unexpected_push,0.397959,0.031740,0.283960,0.001280,0.339357,0.002876,0.194819,0.000850,0.319886,0.003817,0.279742,0.001308,0.137190,0.001975,0.125325,0.000630,7,84
oracle_contact_scheduler,clean_deployment,bimanual_shelf_reach,compound_contact_scarcity,0.818027,0.020817,0.716810,0.001485,0.053374,0.001114,0.020505,0.000679,0.716689,0.004696,0.668095,0.001502,0.173335,0.000765,0.037232,0.002535,7,84
oracle_contact_scheduler,clean_deployment,bimanual_shelf_reach,contact_dropout,0.835034,0.043033,0.721476,0.003806,0.045907,0.001018,0.015869,0.003110,0.714745,0.003772,0.666649,0.001536,0.169649,0.000699,0.033844,0.000701,7,84
oracle_contact_scheduler,clean_deployment,bimanual_shelf_reach,narrow_support_polygon,0.829932,0.023727,0.726572,0.001447,0.043499,0.001085,0.009205,0.000849,0.721756,0.001453,0.670716,0.004727,0.168835,0.000745,0.035003,0.001879,7,84
oracle_contact_scheduler,clean_deployment,bimanual_shelf_reach,nominal_contacts,0.855442,0.023014,0.746008,0.001370,0.035676,0.003583,0.001261,0.000837,0.733794,0.003797,0.676365,0.003796,0.165755,0.002461,0.028825,0.002629,7,84
oracle_contact_scheduler,clean_deployment,bimanual_shelf_reach,one_hand_occupied,0.848639,0.029123,0.733451,0.001383,0.044693,0.001037,0.008690,0.001249,0.727842,0.001367,0.673668,0.005192,0.170272,0.000712,0.034888,0.000714,7,84
oracle_contact_scheduler,clean_deployment,bimanual_shelf_reach,slippery_foot_contact,0.841837,0.027756,0.731787,0.003778,0.037975,0.001075,0.005527,0.002152,0.721540,0.003705,0.678103,0.001591,0.165979,0.000738,0.032563,0.000741,7,84
oracle_contact_scheduler,clean_deployment,bimanual_shelf_reach,unexpected_push,0.807823,0.041500,0.733119,0.001357,0.047454,0.003906,0.016957,0.000842,0.723187,0.003813,0.670305,0.005164,0.169887,0.002654,0.034005,0.002639,7,84
oracle_contact_scheduler,clean_deployment,box_lift_rebalance,compound_contact_scarcity,0.852041,0.030062,0.724362,0.001460,0.055607,0.003539,0.023610,0.000821,0.719401,0.004702,0.669013,0.001474,0.173726,0.002606,0.036810,0.000700,7,84
oracle_contact_scheduler,clean_deployment,box_lift_rebalance,contact_dropout,0.773810,0.043801,0.726813,0.001331,0.051625,0.000999,0.018092,0.001413,0.722147,0.001322,0.667696,0.001321,0.173575,0.000686,0.036943,0.000688,7,84
oracle_contact_scheduler,clean_deployment,box_lift_rebalance,narrow_support_polygon,0.785714,0.029690,0.729801,0.005157,0.040775,0.001066,0.012847,0.003006,0.729265,0.004980,0.671850,0.001620,0.166964,0.000732,0.033483,0.000734,7,84
oracle_contact_scheduler,clean_deployment,box_lift_rebalance,nominal_contacts,0.804422,0.053125,0.738303,0.003810,0.031612,0.001008,0.001304,0.000991,0.737410,0.005160,0.675946,0.003767,0.162964,0.000692,0.026390,0.000695,7,84
oracle_contact_scheduler,clean_deployment,box_lift_rebalance,one_hand_occupied,0.785714,0.058055,0.737859,0.001357,0.042854,0.003906,0.012284,0.001796,0.734246,0.001319,0.675984,0.004820,0.169009,0.002682,0.032829,0.002661,7,84
oracle_contact_scheduler,clean_deployment,box_lift_rebalance,slippery_foot_contact,0.790816,0.041321,0.734337,0.005167,0.036457,0.001056,0.007928,0.002865,0.735294,0.001571,0.671778,0.003746,0.164937,0.000725,0.030723,0.000727,7,84
oracle_contact_scheduler,clean_deployment,box_lift_rebalance,unexpected_push,0.809524,0.040734,0.724735,0.001331,0.046311,0.000999,0.012650,0.001377,0.726342,0.005236,0.667203,0.003801,0.170246,0.000686,0.033565,0.000688,7,84
oracle_contact_scheduler,clean_deployment,door_open_step_through,compound_contact_scarcity,0.821429,0.027889,0.723427,0.003752,0.053191,0.003815,0.024863,0.000895,0.709375,0.004677,0.670052,0.001530,0.173210,0.002620,0.039419,0.000715,7,84
oracle_contact_scheduler,clean_deployment,door_open_step_through,contact_dropout,0.841837,0.015031,0.720741,0.001383,0.047071,0.001037,0.014271,0.001986,0.714098,0.001455,0.668501,0.005138,0.170448,0.000712,0.035806,0.000714,7,84
oracle_contact_scheduler,clean_deployment,door_open_step_through,narrow_support_polygon,0.828231,0.020905,0.728468,0.001472,0.044921,0.001104,0.010286,0.000407,0.714458,0.005102,0.677312,0.001501,0.169811,0.000758,0.032568,0.002339,7,84
oracle_contact_scheduler,clean_deployment,door_open_step_through,nominal_contacts,0.879252,0.020000,0.743035,0.005178,0.031731,0.002844,0.001354,0.000988,0.723964,0.001441,0.680443,0.005123,0.163046,0.001953,0.027300,0.000689,7,84
oracle_contact_scheduler,clean_deployment,door_open_step_through,one_hand_occupied,0.850340,0.049065,0.735101,0.004752,0.040786,0.003564,0.010363,0.002563,0.717982,0.001521,0.673119,0.005064,0.167589,0.002447,0.031102,0.000674,7,84
oracle_contact_scheduler,clean_deployment,door_open_step_through,slippery_foot_contact,0.833333,0.027420,0.731347,0.003769,0.037645,0.001095,0.006633,0.003077,0.718766,0.001617,0.670927,0.001667,0.165753,0.000752,0.033506,0.000754,7,84
oracle_contact_scheduler,clean_deployment,door_open_step_through,unexpected_push,0.852041,0.028739,0.730097,0.004769,0.045187,0.003577,0.015381,0.002124,0.711105,0.001455,0.674443,0.001479,0.169474,0.002456,0.032483,0.000661,7,84
oracle_contact_scheduler,clean_deployment,fallen_object_pickup,compound_contact_scarcity,0.836735,0.032886,0.722690,0.001485,0.056069,0.002821,0.023171,0.000874,0.722553,0.001508,0.665390,0.005075,0.175186,0.001937,0.036877,0.000735,7,84
oracle_contact_scheduler,clean_deployment,fallen_object_pickup,contact_dropout,0.794218,0.028674,0.723229,0.001357,0.048937,0.001018,0.015636,0.000858,0.728062,0.001368,0.671440,0.001373,0.171729,0.000699,0.036004,0.000701,7,84
oracle_contact_scheduler,clean_deployment,fallen_object_pickup,narrow_support_polygon,0.773810,0.029690,0.731900,0.001447,0.047495,0.001085,0.013476,0.001055,0.736135,0.003780,0.671929,0.001448,0.171579,0.000745,0.030962,0.000747,7,84
oracle_contact_scheduler,clean_deployment,fallen_object_pickup,nominal_contacts,0.782313,0.035172,0.741085,0.005198,0.030268,0.001027,0.003013,0.001567,0.735761,0.001464,0.678924,0.001494,0.162041,0.000705,0.026368,0.000708,7,84
oracle_contact_scheduler,clean_deployment,fallen_object_pickup,one_hand_occupied,0.794218,0.033278,0.737859,0.001383,0.042854,0.003891,0.012080,0.000576,0.732198,0.004739,0.671731,0.001441,0.169009,0.002672,0.031438,0.002401,7,84
oracle_contact_scheduler,clean_deployment,fallen_object_pickup,slippery_foot_contact,0.790816,0.025386,0.734645,0.001434,0.041833,0.001075,0.007288,0.001094,0.735862,0.001427,0.674721,0.005143,0.168628,0.000738,0.031859,0.002555,7,84
oracle_contact_scheduler,clean_deployment,fallen_object_pickup,unexpected_push,0.790816,0.042861,0.725724,0.004786,0.043623,0.001018,0.014562,0.003346,0.727465,0.003788,0.668376,0.001591,0.168400,0.000699,0.032626,0.000701,7,84
oracle_contact_scheduler,clean_deployment,push_cart_with_footstep,compound_contact_scarcity,0.845238,0.036717,0.724738,0.001524,0.054174,0.003808,0.023868,0.001193,0.698731,0.005063,0.666088,0.005047,0.173885,0.002615,0.039423,0.000722,7,84
oracle_contact_scheduler,clean_deployment,push_cart_with_footstep,contact_dropout,0.865646,0.015870,0.726253,0.001395,0.051205,0.001047,0.015581,0.000763,0.698393,0.001401,0.670876,0.001403,0.173287,0.000719,0.036818,0.002365,7,84
oracle_contact_scheduler,clean_deployment,push_cart_with_footstep,narrow_support_polygon,0.824830,0.047415,0.726923,0.003761,0.042047,0.001114,0.010552,0.001781,0.707756,0.005060,0.677271,0.001598,0.167838,0.000765,0.034512,0.002335,7,84
oracle_contact_scheduler,clean_deployment,push_cart_with_footstep,nominal_contacts,0.872449,0.018856,0.740352,0.001408,0.034864,0.001056,0.000000,0.000000,0.711631,0.003774,0.681656,0.001460,0.165197,0.000725,0.031058,0.000727,7,84
oracle_contact_scheduler,clean_deployment,push_cart_with_footstep,one_hand_occupied,0.833333,0.029250,0.731083,0.001421,0.042917,0.001066,0.007758,0.000735,0.704376,0.001439,0.677652,0.001446,0.169053,0.000732,0.034176,0.001883,7,84
