variant,split,seed,episodes,success_rate,tail_risk,calibration_error
observed_only_behavior_clone,nominal,0,600,0.5867,0.4133,0.0136
observed_only_behavior_clone,nominal,1,600,0.5917,0.4083,0.0016
observed_only_behavior_clone,nominal,2,600,0.6167,0.3833,0.0211
observed_only_behavior_clone,nominal,3,600,0.5950,0.4050,0.0037
observed_only_behavior_clone,nominal,4,600,0.5650,0.4350,0.0223
observed_only_behavior_clone,nominal,5,600,0.5767,0.4233,0.0120
observed_only_behavior_clone,nominal,6,600,0.6000,0.4000,0.0169
observed_only_behavior_clone,hidden_mode_shift,0,600,0.4267,0.5733,0.0061
observed_only_behavior_clone,hidden_mode_shift,1,600,0.3983,0.6017,0.0153
observed_only_behavior_clone,hidden_mode_shift,2,600,0.3950,0.6050,0.0208
observed_only_behavior_clone,hidden_mode_shift,3,600,0.4567,0.5433,0.0377
observed_only_behavior_clone,hidden_mode_shift,4,600,0.4283,0.5717,0.0208
observed_only_behavior_clone,hidden_mode_shift,5,600,0.4100,0.5900,0.0010
observed_only_behavior_clone,hidden_mode_shift,6,600,0.3783,0.6217,0.0251
observed_only_behavior_clone,embodiment_shift,0,600,0.4183,0.5817,0.0348
observed_only_behavior_clone,embodiment_shift,1,600,0.4517,0.5483,0.0055
observed_only_behavior_clone,embodiment_shift,2,600,0.4200,0.5800,0.0284
observed_only_behavior_clone,embodiment_shift,3,600,0.4650,0.5350,0.0134
observed_only_behavior_clone,embodiment_shift,4,600,0.4583,0.5417,0.0182
observed_only_behavior_clone,embodiment_shift,5,600,0.4450,0.5550,0.0034
observed_only_behavior_clone,embodiment_shift,6,600,0.4750,0.5250,0.0390
observed_only_behavior_clone,combined_stress,0,600,0.3367,0.6633,0.0011
observed_only_behavior_clone,combined_stress,1,600,0.3450,0.6550,0.0164
observed_only_behavior_clone,combined_stress,2,600,0.3250,0.6750,0.0058
observed_only_behavior_clone,combined_stress,3,600,0.3400,0.6600,0.0060
observed_only_behavior_clone,combined_stress,4,600,0.3033,0.6967,0.0192
observed_only_behavior_clone,combined_stress,5,600,0.2850,0.7150,0.0390
observed_only_behavior_clone,combined_stress,6,600,0.3417,0.6583,0.0232
data_augmentation_wam,nominal,0,600,0.6417,0.3583,0.0076
data_augmentation_wam,nominal,1,600,0.6517,0.3483,0.0104
data_augmentation_wam,nominal,2,600,0.6683,0.3317,0.0182
data_augmentation_wam,nominal,3,600,0.6217,0.3783,0.0177
data_augmentation_wam,nominal,4,600,0.6267,0.3733,0.0022
data_augmentation_wam,nominal,5,600,0.6517,0.3483,0.0065
data_augmentation_wam,nominal,6,600,0.5867,0.4133,0.0415
data_augmentation_wam,hidden_mode_shift,0,600,0.4967,0.5033,0.0023
data_augmentation_wam,hidden_mode_shift,1,600,0.5117,0.4883,0.0207
data_augmentation_wam,hidden_mode_shift,2,600,0.5100,0.4900,0.0102
data_augmentation_wam,hidden_mode_shift,3,600,0.4667,0.5333,0.0224
data_augmentation_wam,hidden_mode_shift,4,600,0.4600,0.5400,0.0186
data_augmentation_wam,hidden_mode_shift,5,600,0.4983,0.5017,0.0035
data_augmentation_wam,hidden_mode_shift,6,600,0.4867,0.5133,0.0088
data_augmentation_wam,embodiment_shift,0,600,0.5067,0.4933,0.0197
data_augmentation_wam,embodiment_shift,1,600,0.4967,0.5033,0.0217
data_augmentation_wam,embodiment_shift,2,600,0.5133,0.4867,0.0139
data_augmentation_wam,embodiment_shift,3,600,0.4833,0.5167,0.0331
data_augmentation_wam,embodiment_shift,4,600,0.5083,0.4917,0.0024
data_augmentation_wam,embodiment_shift,5,600,0.5433,0.4567,0.0211
data_augmentation_wam,embodiment_shift,6,600,0.5367,0.4633,0.0314
data_augmentation_wam,combined_stress,0,600,0.4167,0.5833,0.0113
data_augmentation_wam,combined_stress,1,600,0.4383,0.5617,0.0183
data_augmentation_wam,combined_stress,2,600,0.4300,0.5700,0.0012
data_augmentation_wam,combined_stress,3,600,0.3800,0.6200,0.0380
data_augmentation_wam,combined_stress,4,600,0.4017,0.5983,0.0059
data_augmentation_wam,combined_stress,5,600,0.4300,0.5700,0.0062
data_augmentation_wam,combined_stress,6,600,0.4350,0.5650,0.0281
scalar_uncertainty_planner,nominal,0,600,0.6633,0.3367,0.0190
scalar_uncertainty_planner,nominal,1,600,0.6583,0.3417,0.0192
scalar_uncertainty_planner,nominal,2,600,0.6700,0.3300,0.0061
scalar_uncertainty_planner,nominal,3,600,0.7050,0.2950,0.0242
scalar_uncertainty_planner,nominal,4,600,0.6967,0.3033,0.0133
scalar_uncertainty_planner,nominal,5,600,0.6750,0.3250,0.0031
scalar_uncertainty_planner,nominal,6,600,0.6817,0.3183,0.0005
scalar_uncertainty_planner,hidden_mode_shift,0,600,0.5633,0.4367,0.0025
scalar_uncertainty_planner,hidden_mode_shift,1,600,0.5300,0.4700,0.0260
scalar_uncertainty_planner,hidden_mode_shift,2,600,0.5667,0.4333,0.0121
scalar_uncertainty_planner,hidden_mode_shift,3,600,0.5433,0.4567,0.0160
scalar_uncertainty_planner,hidden_mode_shift,4,600,0.5617,0.4383,0.0002
scalar_uncertainty_planner,hidden_mode_shift,5,600,0.5800,0.4200,0.0234
scalar_uncertainty_planner,hidden_mode_shift,6,600,0.5833,0.4167,0.0227
scalar_uncertainty_planner,embodiment_shift,0,600,0.5533,0.4467,0.0295
scalar_uncertainty_planner,embodiment_shift,1,600,0.5750,0.4250,0.0030
scalar_uncertainty_planner,embodiment_shift,2,600,0.5800,0.4200,0.0034
scalar_uncertainty_planner,embodiment_shift,3,600,0.5883,0.4117,0.0070
scalar_uncertainty_planner,embodiment_shift,4,600,0.5650,0.4350,0.0188
scalar_uncertainty_planner,embodiment_shift,5,600,0.6017,0.3983,0.0231
scalar_uncertainty_planner,embodiment_shift,6,600,0.6083,0.3917,0.0257
scalar_uncertainty_planner,combined_stress,0,600,0.5000,0.5000,0.0033
scalar_uncertainty_planner,combined_stress,1,600,0.4917,0.5083,0.0069
scalar_uncertainty_planner,combined_stress,2,600,0.5000,0.5000,0.0029
scalar_uncertainty_planner,combined_stress,3,600,0.4700,0.5300,0.0318
scalar_uncertainty_planner,combined_stress,4,600,0.5067,0.4933,0.0023
scalar_uncertainty_planner,combined_stress,5,600,0.4617,0.5383,0.0374
scalar_uncertainty_planner,combined_stress,6,600,0.5183,0.4817,0.0152
