method,stress_level,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_reserve_starvation_rate,ci95_reserve_starvation_rate,mean_contact_overuse_rate,ci95_contact_overuse_rate,mean_calibration_error,ci95_calibration_error,mean_conservatism_rate,ci95_conservatism_rate,mean_predicted_breach_risk,ci95_predicted_breach_risk,mean_realized_breach_risk,ci95_realized_breach_risk,n
oracle_contact_scheduler,0.450000,5,0.890482,0.002184,1.190957,0.002876,0.004083,0.000518,0.006525,0.000745,0.785141,0.000500,0.773062,0.000567,0.150741,0.000270,0.007046,0.001069,0.000795,0.000221,0.013631,0.000233,0.061700,0.000248,0.044470,0.000646,0.007683,0.000592,384
oracle_contact_scheduler,0.450000,6,0.889794,0.002216,1.190559,0.002898,0.003837,0.000506,0.006356,0.000750,0.785103,0.000509,0.773449,0.000551,0.150998,0.000254,0.007120,0.001060,0.000869,0.000245,0.013689,0.000236,0.061423,0.000239,0.044408,0.000651,0.007561,0.000588,384
oracle_contact_scheduler,0.450000,7,0.890023,0.002185,1.190961,0.002846,0.003887,0.000515,0.006291,0.000747,0.785214,0.000522,0.773281,0.000558,0.150924,0.000258,0.006852,0.001030,0.000789,0.000215,0.013534,0.000241,0.061416,0.000239,0.044380,0.000644,0.007461,0.000582,384
oracle_contact_scheduler,0.450000,8,0.890138,0.002198,1.190807,0.002884,0.003980,0.000531,0.006421,0.000743,0.784761,0.000528,0.773488,0.000569,0.150850,0.000251,0.006879,0.001041,0.000831,0.000237,0.013634,0.000227,0.061579,0.000251,0.044399,0.000661,0.007572,0.000595,384
oracle_contact_scheduler,0.450000,9,0.889450,0.002234,1.190241,0.002936,0.003918,0.000528,0.006509,0.000760,0.785442,0.000519,0.773601,0.000559,0.150801,0.000259,0.006960,0.001038,0.000832,0.000238,0.013755,0.000253,0.061522,0.000246,0.044449,0.000659,0.007623,0.000599,384
oracle_contact_scheduler,0.600000,0,0.883219,0.002177,1.168589,0.003316,0.007224,0.000751,0.011626,0.000992,0.777755,0.000562,0.765738,0.000616,0.154016,0.000284,0.015087,0.001600,0.003326,0.000562,0.017355,0.000257,0.065050,0.000271,0.051987,0.000918,0.013487,0.000847,384
oracle_contact_scheduler,0.600000,1,0.883104,0.002135,1.168268,0.003286,0.007141,0.000762,0.011756,0.001000,0.777330,0.000575,0.765718,0.000609,0.154223,0.000262,0.015013,0.001586,0.003237,0.000542,0.017492,0.000269,0.065206,0.000277,0.051957,0.000918,0.013506,0.000853,384
oracle_contact_scheduler,0.600000,2,0.882932,0.002225,1.168440,0.003368,0.006998,0.000733,0.011641,0.001004,0.777734,0.000540,0.765661,0.000591,0.154084,0.000263,0.014767,0.001577,0.003347,0.000553,0.017620,0.000268,0.065317,0.000250,0.051867,0.000923,0.013386,0.000852,384
oracle_contact_scheduler,0.600000,3,0.883104,0.002258,1.168339,0.003403,0.007321,0.000758,0.011644,0.000990,0.777617,0.000522,0.765557,0.000603,0.154265,0.000275,0.014876,0.001604,0.003357,0.000571,0.017165,0.000253,0.065402,0.000264,0.052032,0.000918,0.013458,0.000856,384
oracle_contact_scheduler,0.600000,4,0.883391,0.002187,1.168754,0.003336,0.007265,0.000750,0.011586,0.000978,0.777930,0.000553,0.765322,0.000626,0.154115,0.000250,0.014918,0.001580,0.003220,0.000541,0.017390,0.000267,0.065193,0.000260,0.051918,0.000925,0.013439,0.000853,384
oracle_contact_scheduler,0.600000,5,0.883562,0.002218,1.168677,0.003380,0.007467,0.000750,0.011669,0.000983,0.777822,0.000530,0.765299,0.000617,0.154037,0.000282,0.014911,0.001619,0.003308,0.000539,0.017350,0.000250,0.065450,0.000263,0.051957,0.000917,0.013546,0.000854,384
oracle_contact_scheduler,0.600000,6,0.882875,0.002251,1.168178,0.003392,0.007173,0.000738,0.011561,0.000979,0.777779,0.000540,0.765659,0.000603,0.154292,0.000266,0.015206,0.001599,0.003367,0.000554,0.017410,0.000253,0.065174,0.000253,0.051952,0.000912,0.013481,0.000840,384
oracle_contact_scheduler,0.600000,7,0.883104,0.002219,1.168739,0.003338,0.007172,0.000751,0.011409,0.000984,0.777899,0.000556,0.765505,0.000609,0.154216,0.000269,0.014858,0.001571,0.003212,0.000530,0.017254,0.000259,0.065166,0.000252,0.051843,0.000910,0.013300,0.000841,384
oracle_contact_scheduler,0.600000,8,0.883219,0.002233,1.168503,0.003374,0.007349,0.000757,0.011550,0.000983,0.777444,0.000558,0.765704,0.000622,0.154139,0.000262,0.014949,0.001578,0.003194,0.000548,0.017355,0.000244,0.065329,0.000266,0.051902,0.000924,0.013452,0.000850,384
oracle_contact_scheduler,0.600000,9,0.882531,0.002268,1.167962,0.003425,0.007198,0.000762,0.011661,0.000994,0.778125,0.000549,0.765819,0.000611,0.154096,0.000270,0.015001,0.001581,0.003334,0.000550,0.017475,0.000273,0.065272,0.000259,0.051941,0.000923,0.013492,0.000855,384
oracle_contact_scheduler,0.750000,0,0.876180,0.002217,1.143510,0.003748,0.011229,0.000947,0.017506,0.001180,0.770353,0.000596,0.757605,0.000677,0.157395,0.000296,0.025983,0.001973,0.007926,0.000859,0.021120,0.000276,0.068804,0.000287,0.060918,0.001130,0.020794,0.001051,384
oracle_contact_scheduler,0.750000,1,0.876066,0.002177,1.143186,0.003720,0.011173,0.000953,0.017610,0.001193,0.769929,0.000608,0.757585,0.000668,0.157602,0.000275,0.025922,0.001956,0.007841,0.000840,0.021258,0.000288,0.068959,0.000294,0.060890,0.001131,0.020815,0.001056,384
oracle_contact_scheduler,0.750000,2,0.875893,0.002266,1.143294,0.003793,0.011060,0.000922,0.017488,0.001197,0.770332,0.000574,0.757523,0.000649,0.157468,0.000276,0.025730,0.001941,0.008079,0.000845,0.021387,0.000287,0.069070,0.000265,0.060835,0.001132,0.020730,0.001054,384
oracle_contact_scheduler,0.750000,3,0.876066,0.002298,1.143162,0.003823,0.011396,0.000946,0.017531,0.001179,0.770211,0.000553,0.757422,0.000660,0.157650,0.000288,0.025789,0.001972,0.008122,0.000856,0.020932,0.000272,0.069156,0.000280,0.061014,0.001126,0.020816,0.001056,384
oracle_contact_scheduler,0.750000,4,0.876352,0.002228,1.143655,0.003765,0.011303,0.000942,0.017434,0.001170,0.770529,0.000586,0.757193,0.000685,0.157499,0.000259,0.025803,0.001953,0.007952,0.000833,0.021155,0.000286,0.068946,0.000275,0.060861,0.001138,0.020758,0.001058,384
oracle_contact_scheduler,0.750000,5,0.876524,0.002258,1.143476,0.003799,0.011562,0.000938,0.017539,0.001175,0.770417,0.000563,0.757165,0.000677,0.157427,0.000295,0.025823,0.001986,0.008197,0.000825,0.021117,0.000269,0.069204,0.000279,0.060952,0.001128,0.020918,0.001056,384
oracle_contact_scheduler,0.750000,6,0.875836,0.002292,1.142882,0.003803,0.011288,0.000922,0.017509,0.001160,0.770367,0.000574,0.757511,0.000660,0.157679,0.000279,0.026199,0.001961,0.008170,0.000840,0.021178,0.000272,0.068927,0.000269,0.060996,0.001117,0.020901,0.001035,384
oracle_contact_scheduler,0.750000,7,0.876065,0.002258,1.143502,0.003753,0.011272,0.000936,0.017313,0.001170,0.770492,0.000593,0.757358,0.000668,0.157599,0.000281,0.025874,0.001931,0.007918,0.000822,0.021022,0.000277,0.068920,0.000267,0.060856,0.001117,0.020689,0.001040,384
oracle_contact_scheduler,0.750000,8,0.876180,0.002274,1.143253,0.003787,0.011488,0.000939,0.017456,0.001169,0.770035,0.000592,0.757563,0.000682,0.157524,0.000273,0.025904,0.001945,0.007937,0.000835,0.021123,0.000262,0.069082,0.000282,0.060920,0.001129,0.020846,0.001047,384
oracle_contact_scheduler,0.750000,9,0.875492,0.002309,1.142886,0.003848,0.011187,0.000958,0.017550,0.001181,0.770722,0.000583,0.757686,0.000669,0.157474,0.000283,0.025895,0.001955,0.007939,0.000850,0.021240,0.000293,0.069026,0.000274,0.060871,0.001136,0.020798,0.001058,384
oracle_contact_scheduler,0.900000,0,0.869021,0.002263,1.117041,0.004139,0.015806,0.001088,0.023651,0.001343,0.762909,0.000632,0.749393,0.000739,0.160852,0.000309,0.037452,0.002314,0.014495,0.001042,0.024901,0.000295,0.072560,0.000304,0.070520,0.001311,0.028773,0.001222,384
oracle_contact_scheduler,0.900000,1,0.868907,0.002225,1.116729,0.004112,0.015727,0.001097,0.023758,0.001355,0.762486,0.000642,0.749372,0.000729,0.161058,0.000289,0.037407,0.002295,0.014390,0.001024,0.025039,0.000307,0.072716,0.000312,0.070486,0.001310,0.028787,0.001227,384
oracle_contact_scheduler,0.900000,2,0.868735,0.002312,1.116794,0.004181,0.015613,0.001066,0.023619,0.001361,0.762891,0.000609,0.749305,0.000708,0.160932,0.000290,0.037270,0.002272,0.014811,0.001011,0.025169,0.000306,0.072827,0.000282,0.070457,0.001312,0.028729,0.001225,384
oracle_contact_scheduler,0.900000,3,0.868907,0.002343,1.116667,0.004203,0.015969,0.001088,0.023679,0.001341,0.762768,0.000586,0.749207,0.000720,0.161110,0.000302,0.037293,0.002307,0.014756,0.001033,0.024713,0.000292,0.072912,0.000297,0.070631,0.001305,0.028810,0.001226,384
oracle_contact_scheduler,0.900000,4,0.869194,0.002275,1.117191,0.004155,0.015853,0.001088,0.023580,0.001332,0.763086,0.000620,0.748977,0.000746,0.160956,0.000271,0.037308,0.002288,0.014522,0.001016,0.024937,0.000306,0.072703,0.000292,0.070462,0.001318,0.028735,0.001229,384
oracle_contact_scheduler,0.900000,5,0.869365,0.002304,1.116977,0.004186,0.016120,0.001082,0.023686,0.001337,0.762975,0.000597,0.748947,0.000739,0.160889,0.000309,0.037344,0.002319,0.014873,0.001000,0.024899,0.000288,0.072960,0.000297,0.070573,0.001309,0.028915,0.001227,384
oracle_contact_scheduler,0.900000,6,0.868678,0.002339,1.116401,0.004186,0.015852,0.001065,0.023655,0.001322,0.762924,0.000610,0.749297,0.000721,0.161139,0.000293,0.037685,0.002301,0.014808,0.001017,0.024959,0.000292,0.072684,0.000286,0.070605,0.001297,0.028887,0.001207,384
oracle_contact_scheduler,0.900000,7,0.868906,0.002304,1.116979,0.004136,0.015831,0.001080,0.023466,0.001331,0.763048,0.000630,0.749139,0.000730,0.161063,0.000294,0.037405,0.002264,0.014660,0.000988,0.024804,0.000297,0.072676,0.000283,0.070490,0.001296,0.028699,0.001209,384
oracle_contact_scheduler,0.900000,8,0.869021,0.002321,1.116741,0.004173,0.016096,0.001076,0.023606,0.001330,0.762590,0.000627,0.749350,0.000744,0.160984,0.000285,0.037384,0.002286,0.014571,0.001012,0.024905,0.000282,0.072839,0.000300,0.070545,0.001308,0.028847,0.001218,384
oracle_contact_scheduler,0.900000,9,0.868334,0.002355,1.116468,0.004238,0.015692,0.001107,0.023696,0.001342,0.763281,0.000618,0.749472,0.000730,0.160931,0.000296,0.037379,0.002294,0.014484,0.001036,0.025020,0.000313,0.072783,0.000290,0.070449,0.001318,0.028752,0.001231,384
proposed_contact_budget_controller_v4_1,0.000000,0,0.775720,0.002118,0.915786,0.002738,0.063005,0.000527,0.048085,0.000499,0.673450,0.000479,0.660977,0.000500,0.202878,0.000242,0.029336,0.000967,0.031365,0.000524,0.036180,0.000218,0.073767,0.000215,0.070180,0.000524,0.056901,0.000492,384
proposed_contact_budget_controller_v4_1,0.000000,1,0.776198,0.002068,0.916254,0.002684,0.062984,0.000516,0.048137,0.000476,0.673711,0.000473,0.661025,0.000503,0.202943,0.000252,0.029709,0.000944,0.030981,0.000503,0.036116,0.000216,0.073700,0.000224,0.070097,0.000502,0.056942,0.000475,384
proposed_contact_budget_controller_v4_1,0.000000,2,0.775433,0.002115,0.915391,0.002772,0.063130,0.000533,0.048169,0.000493,0.673270,0.000479,0.660988,0.000490,0.202846,0.000230,0.029518,0.000972,0.030593,0.000524,0.036195,0.000205,0.073828,0.000238,0.070206,0.000517,0.056928,0.000500,384
proposed_contact_budget_controller_v4_1,0.000000,3,0.775109,0.002117,0.915297,0.002690,0.062995,0.000489,0.048096,0.000483,0.673154,0.000512,0.661363,0.000503,0.202797,0.000230,0.029301,0.000941,0.030945,0.000515,0.036177,0.000210,0.073875,0.000227,0.070050,0.000477,0.056843,0.000461,384
proposed_contact_budget_controller_v4_1,0.000000,4,0.775510,0.002087,0.915254,0.002669,0.063420,0.000508,0.048105,0.000478,0.673192,0.000472,0.661260,0.000485,0.202779,0.000238,0.029577,0.000958,0.031005,0.000527,0.036299,0.000213,0.073773,0.000217,0.070283,0.000501,0.057076,0.000477,384
proposed_contact_budget_controller_v4_1,0.000000,5,0.775892,0.002095,0.916185,0.002701,0.063034,0.000504,0.047958,0.000483,0.673134,0.000495,0.661423,0.000499,0.202775,0.000237,0.029334,0.000968,0.030973,0.000541,0.036076,0.000210,0.073873,0.000220,0.069939,0.000504,0.056795,0.000482,384
proposed_contact_budget_controller_v4_1,0.000000,6,0.775682,0.002064,0.915707,0.002690,0.063169,0.000516,0.048120,0.000474,0.673367,0.000488,0.661236,0.000521,0.202841,0.000229,0.029447,0.000993,0.031022,0.000523,0.036048,0.000217,0.073786,0.000222,0.070153,0.000500,0.056936,0.000482,384
proposed_contact_budget_controller_v4_1,0.000000,7,0.775548,0.002076,0.915644,0.002673,0.063055,0.000516,0.048194,0.000492,0.673454,0.000474,0.661155,0.000504,0.202837,0.000235,0.029299,0.000988,0.030930,0.000511,0.036123,0.000220,0.073883,0.000218,0.070123,0.000507,0.056895,0.000479,384
proposed_contact_budget_controller_v4_1,0.000000,8,0.775548,0.002074,0.915728,0.002718,0.062738,0.000537,0.048146,0.000498,0.673480,0.000487,0.660925,0.000486,0.202880,0.000243,0.029608,0.000979,0.030968,0.000532,0.036124,0.000214,0.073917,0.000211,0.069952,0.000536,0.056840,0.000504,384
proposed_contact_budget_controller_v4_1,0.000000,9,0.776256,0.002071,0.916449,0.002705,0.063134,0.000514,0.048064,0.000474,0.673941,0.000468,0.660795,0.000477,0.202774,0.000234,0.029339,0.000965,0.030935,0.000546,0.036114,0.000208,0.073829,0.000218,0.070083,0.000510,0.056875,0.000488,384
proposed_contact_budget_controller_v4_1,0.150000,0,0.761834,0.002178,0.876641,0.003030,0.070480,0.000623,0.058280,0.000659,0.665564,0.000491,0.652414,0.000523,0.206366,0.000248,0.041451,0.001156,0.038690,0.000589,0.040015,0.000227,0.077698,0.000225,0.082031,0.000659,0.067805,0.000626,384
proposed_contact_budget_controller_v4_1,0.150000,1,0.762313,0.002129,0.877109,0.002969,0.070459,0.000607,0.058332,0.000632,0.665824,0.000481,0.652463,0.000526,0.206431,0.000256,0.041824,0.001136,0.038306,0.000560,0.039952,0.000228,0.077632,0.000234,0.081948,0.000635,0.067847,0.000605,384
proposed_contact_budget_controller_v4_1,0.150000,2,0.761548,0.002172,0.876246,0.003057,0.070605,0.000626,0.058364,0.000651,0.665383,0.000494,0.652425,0.000516,0.206334,0.000235,0.041633,0.001167,0.037918,0.000587,0.040030,0.000214,0.077760,0.000250,0.082058,0.000654,0.067832,0.000632,384
proposed_contact_budget_controller_v4_1,0.150000,3,0.761224,0.002174,0.876152,0.002971,0.070469,0.000579,0.058291,0.000641,0.665267,0.000526,0.652800,0.000526,0.206284,0.000235,0.041416,0.001133,0.038270,0.000578,0.040012,0.000218,0.077807,0.000237,0.081901,0.000614,0.067747,0.000595,384
proposed_contact_budget_controller_v4_1,0.150000,4,0.761625,0.002143,0.876109,0.002952,0.070894,0.000597,0.058300,0.000637,0.665305,0.000484,0.652697,0.000505,0.206266,0.000242,0.041692,0.001149,0.038331,0.000589,0.040134,0.000222,0.077705,0.000227,0.082135,0.000637,0.067981,0.000610,384
proposed_contact_budget_controller_v4_1,0.150000,5,0.762006,0.002151,0.877039,0.002986,0.070509,0.000599,0.058153,0.000640,0.665248,0.000514,0.652860,0.000525,0.206262,0.000242,0.041449,0.001164,0.038298,0.000607,0.039911,0.000218,0.077805,0.000230,0.081791,0.000640,0.067699,0.000616,384
proposed_contact_budget_controller_v4_1,0.150000,6,0.761797,0.002122,0.876562,0.002975,0.070644,0.000607,0.058315,0.000633,0.665481,0.000503,0.652673,0.000545,0.206329,0.000233,0.041562,0.001184,0.038347,0.000588,0.039884,0.000227,0.077718,0.000231,0.082004,0.000638,0.067840,0.000615,384
proposed_contact_budget_controller_v4_1,0.150000,7,0.761662,0.002131,0.876499,0.002952,0.070529,0.000606,0.058389,0.000651,0.665568,0.000484,0.652592,0.000523,0.206324,0.000241,0.041414,0.001181,0.038255,0.000569,0.039958,0.000230,0.077815,0.000227,0.081975,0.000641,0.067799,0.000611,384
proposed_contact_budget_controller_v4_1,0.150000,8,0.761662,0.002133,0.876583,0.003009,0.070212,0.000633,0.058341,0.000658,0.665594,0.000498,0.652362,0.000509,0.206368,0.000248,0.041723,0.001168,0.038293,0.000594,0.039960,0.000223,0.077849,0.000219,0.081803,0.000675,0.067744,0.000638,384
proposed_contact_budget_controller_v4_1,0.150000,9,0.762370,0.002128,0.877303,0.002988,0.070608,0.000604,0.058258,0.000632,0.666054,0.000481,0.652232,0.000500,0.206262,0.000239,0.041454,0.001153,0.038260,0.000610,0.039950,0.000218,0.077760,0.000226,0.081934,0.000645,0.067779,0.000619,384
proposed_contact_budget_controller_v4_1,0.300000,0,0.747510,0.002258,0.837049,0.003384,0.077954,0.000731,0.068483,0.000827,0.657677,0.000510,0.643851,0.000554,0.209853,0.000255,0.053565,0.001369,0.046015,0.000667,0.043851,0.000238,0.081641,0.000236,0.093886,0.000805,0.078713,0.000769,384
proposed_contact_budget_controller_v4_1,0.300000,1,0.747989,0.002210,0.837517,0.003319,0.077933,0.000711,0.068535,0.000797,0.657937,0.000497,0.643899,0.000558,0.209918,0.000262,0.053939,0.001351,0.045631,0.000632,0.043787,0.000241,0.081575,0.000247,0.093803,0.000779,0.078755,0.000745,384
proposed_contact_budget_controller_v4_1,0.300000,2,0.747224,0.002249,0.836654,0.003405,0.078079,0.000732,0.068567,0.000817,0.657496,0.000514,0.643862,0.000550,0.209821,0.000242,0.053748,0.001383,0.045243,0.000663,0.043865,0.000227,0.081702,0.000263,0.093913,0.000800,0.078740,0.000773,384
proposed_contact_budget_controller_v4_1,0.300000,3,0.746900,0.002251,0.836560,0.003317,0.077944,0.000683,0.068494,0.000808,0.657380,0.000545,0.644237,0.000559,0.209772,0.000242,0.053531,0.001349,0.045596,0.000654,0.043848,0.000229,0.081750,0.000249,0.093756,0.000761,0.078655,0.000738,384
proposed_contact_budget_controller_v4_1,0.300000,4,0.747301,0.002219,0.836517,0.003299,0.078369,0.000700,0.068503,0.000804,0.657418,0.000503,0.644133,0.000535,0.209754,0.000248,0.053807,0.001364,0.045656,0.000664,0.043970,0.000233,0.081648,0.000239,0.093990,0.000783,0.078889,0.000753,384
proposed_contact_budget_controller_v4_1,0.300000,5,0.747682,0.002227,0.837447,0.003334,0.077983,0.000707,0.068356,0.000805,0.657361,0.000538,0.644297,0.000560,0.209750,0.000250,0.053563,0.001381,0.045623,0.000685,0.043747,0.000229,0.081748,0.000243,0.093646,0.000787,0.078607,0.000758,384
proposed_contact_budget_controller_v4_1,0.300000,6,0.747473,0.002200,0.836970,0.003324,0.078118,0.000712,0.068518,0.000799,0.657593,0.000525,0.644109,0.000579,0.209816,0.000240,0.053676,0.001398,0.045672,0.000666,0.043719,0.000240,0.081661,0.000243,0.093859,0.000785,0.078748,0.000757,384
proposed_contact_budget_controller_v4_1,0.300000,7,0.747338,0.002207,0.836907,0.003297,0.078004,0.000709,0.068592,0.000817,0.657681,0.000500,0.644029,0.000551,0.209812,0.000249,0.053529,0.001396,0.045580,0.000641,0.043794,0.000244,0.081758,0.000239,0.093830,0.000786,0.078707,0.000753,384
proposed_contact_budget_controller_v4_1,0.300000,8,0.747338,0.002213,0.836991,0.003363,0.077687,0.000742,0.068544,0.000825,0.657706,0.000516,0.643799,0.000541,0.209856,0.000255,0.053838,0.001381,0.045618,0.000669,0.043795,0.000235,0.081792,0.000231,0.093658,0.000823,0.078652,0.000781,384
proposed_contact_budget_controller_v4_1,0.300000,9,0.748046,0.002206,0.837712,0.003335,0.078083,0.000708,0.068461,0.000798,0.658167,0.000501,0.643668,0.000533,0.209750,0.000245,0.053568,0.001366,0.045586,0.000686,0.043785,0.000230,0.081703,0.000238,0.093789,0.000791,0.078687,0.000760,384
proposed_contact_budget_controller_v4_1,0.450000,0,0.732748,0.002361,0.797011,0.003791,0.085428,0.000847,0.078694,0.000997,0.649789,0.000535,0.635287,0.000594,0.213341,0.000265,0.065680,0.001596,0.053340,0.000754,0.047686,0.000251,0.085596,0.000251,0.105744,0.000957,0.089624,0.000916,384
proposed_contact_budget_controller_v4_1,0.450000,1,0.733226,0.002315,0.797479,0.003722,0.085408,0.000824,0.078746,0.000967,0.650049,0.000518,0.635335,0.000598,0.213406,0.000270,0.066054,0.001579,0.052956,0.000714,0.047623,0.000256,0.085529,0.000262,0.105661,0.000930,0.089666,0.000891,384
proposed_contact_budget_controller_v4_1,0.450000,2,0.732461,0.002349,0.796616,0.003805,0.085554,0.000846,0.078778,0.000987,0.649608,0.000540,0.635298,0.000592,0.213309,0.000251,0.065863,0.001613,0.052568,0.000748,0.047701,0.000241,0.085657,0.000279,0.105771,0.000952,0.089651,0.000920,384
proposed_contact_budget_controller_v4_1,0.450000,3,0.732137,0.002351,0.796522,0.003717,0.085418,0.000796,0.078704,0.000979,0.649492,0.000570,0.635673,0.000599,0.213260,0.000250,0.065646,0.001578,0.052921,0.000739,0.047683,0.000242,0.085704,0.000264,0.105614,0.000914,0.089566,0.000885,384
proposed_contact_budget_controller_v4_1,0.450000,4,0.732538,0.002318,0.796479,0.003701,0.085843,0.000812,0.078714,0.000974,0.649530,0.000528,0.635569,0.000573,0.213242,0.000256,0.065921,0.001592,0.052981,0.000748,0.047805,0.000247,0.085602,0.000254,0.105848,0.000935,0.089800,0.000900,384
proposed_contact_budget_controller_v4_1,0.450000,5,0.732920,0.002326,0.797409,0.003737,0.085457,0.000822,0.078567,0.000975,0.649473,0.000567,0.635733,0.000602,0.213238,0.000259,0.065678,0.001611,0.052948,0.000772,0.047582,0.000242,0.085702,0.000258,0.105504,0.000939,0.089518,0.000906,384
proposed_contact_budget_controller_v4_1,0.450000,6,0.732710,0.002303,0.796932,0.003728,0.085593,0.000825,0.078729,0.000970,0.649705,0.000551,0.635545,0.000620,0.213304,0.000248,0.065791,0.001626,0.052997,0.000752,0.047555,0.000254,0.085615,0.000257,0.105717,0.000937,0.089659,0.000904,384
proposed_contact_budget_controller_v4_1,0.450000,7,0.732576,0.002306,0.796869,0.003696,0.085478,0.000822,0.078803,0.000988,0.649793,0.000523,0.635465,0.000587,0.213299,0.000259,0.065643,0.001624,0.052906,0.000724,0.047629,0.000259,0.085712,0.000253,0.105688,0.000937,0.089618,0.000900,384
proposed_contact_budget_controller_v4_1,0.450000,8,0.732576,0.002317,0.796953,0.003770,0.085161,0.000857,0.078755,0.000996,0.649818,0.000539,0.635235,0.000581,0.213343,0.000264,0.065952,0.001608,0.052943,0.000753,0.047631,0.000248,0.085746,0.000245,0.105516,0.000976,0.089563,0.000929,384
proposed_contact_budget_controller_v4_1,0.450000,9,0.733283,0.002307,0.797673,0.003737,0.085557,0.000820,0.078672,0.000968,0.650279,0.000526,0.635104,0.000573,0.213237,0.000253,0.065683,0.001593,0.052911,0.000771,0.047621,0.000245,0.085657,0.000252,0.105647,0.000943,0.089598,0.000907,384
proposed_contact_budget_controller_v4_1,0.600000,0,0.717546,0.002490,0.756526,0.004242,0.092903,0.000967,0.088913,0.001170,0.641900,0.000564,0.626722,0.000640,0.216828,0.000275,0.077795,0.001832,0.060666,0.000846,0.051522,0.000267,0.089561,0.000267,0.117606,0.001112,0.100538,0.001066,384
proposed_contact_budget_controller_v4_1,0.600000,1,0.718024,0.002446,0.756995,0.004171,0.092882,0.000942,0.088964,0.001139,0.642160,0.000544,0.626771,0.000644,0.216894,0.000279,0.078168,0.001817,0.060281,0.000803,0.051458,0.000274,0.089495,0.000279,0.117523,0.001084,0.100580,0.001041,384
proposed_contact_budget_controller_v4_1,0.600000,2,0.717259,0.002475,0.756131,0.004251,0.093028,0.000965,0.088996,0.001160,0.641720,0.000571,0.626733,0.000640,0.216796,0.000261,0.077977,0.001851,0.059893,0.000839,0.051536,0.000257,0.089622,0.000297,0.117632,0.001108,0.100565,0.001070,384
proposed_contact_budget_controller_v4_1,0.600000,3,0.716935,0.002478,0.756038,0.004164,0.092893,0.000915,0.088923,0.001151,0.641603,0.000599,0.627108,0.000646,0.216747,0.000261,0.077760,0.001816,0.060246,0.000830,0.051518,0.000258,0.089670,0.000281,0.117476,0.001070,0.100480,0.001036,384
proposed_contact_budget_controller_v4_1,0.600000,4,0.717337,0.002444,0.755994,0.004149,0.093318,0.000930,0.088932,0.001147,0.641641,0.000557,0.627005,0.000618,0.216729,0.000265,0.078036,0.001830,0.060306,0.000839,0.051641,0.000262,0.089568,0.000270,0.117709,0.001090,0.100714,0.001051,384
proposed_contact_budget_controller_v4_1,0.600000,5,0.717718,0.002452,0.756925,0.004184,0.092932,0.000943,0.088785,0.001147,0.641584,0.000600,0.627168,0.000651,0.216725,0.000270,0.077793,0.001850,0.060273,0.000864,0.051418,0.000258,0.089668,0.000275,0.117366,0.001094,0.100433,0.001056,384
proposed_contact_budget_controller_v4_1,0.600000,6,0.717509,0.002432,0.756448,0.004177,0.093067,0.000944,0.088948,0.001143,0.641817,0.000582,0.626981,0.000666,0.216791,0.000257,0.077906,0.001862,0.060323,0.000844,0.051390,0.000271,0.089581,0.000274,0.117579,0.001093,0.100573,0.001054,384
proposed_contact_budget_controller_v4_1,0.600000,7,0.717374,0.002432,0.756384,0.004142,0.092953,0.000940,0.089022,0.001161,0.641904,0.000550,0.626900,0.000630,0.216787,0.000270,0.077758,0.001861,0.060231,0.000813,0.051465,0.000275,0.089678,0.000269,0.117549,0.001092,0.100533,0.001050,384
proposed_contact_budget_controller_v4_1,0.600000,8,0.717374,0.002447,0.756468,0.004222,0.092636,0.000977,0.088973,0.001169,0.641930,0.000567,0.626670,0.000628,0.216831,0.000274,0.078067,0.001844,0.060268,0.000844,0.051466,0.000264,0.089712,0.000261,0.117378,0.001132,0.100477,0.001079,384
proposed_contact_budget_controller_v4_1,0.600000,9,0.718082,0.002435,0.757189,0.004184,0.093032,0.000939,0.088891,0.001141,0.642391,0.000556,0.626540,0.000621,0.216725,0.000262,0.077798,0.001829,0.060236,0.000863,0.051456,0.000262,0.089623,0.000268,0.117509,0.001097,0.100512,0.001057,384
proposed_contact_budget_controller_v4_1,0.750000,0,0.701906,0.002648,0.715595,0.004732,0.100377,0.001090,0.099139,0.001345,0.634011,0.000597,0.618157,0.000691,0.220316,0.000287,0.089910,0.002074,0.067991,0.000943,0.055357,0.000283,0.093538,0.000286,0.129470,0.001268,0.111456,0.001219,384
proposed_contact_budget_controller_v4_1,0.750000,1,0.702384,0.002606,0.716063,0.004659,0.100357,0.001064,0.099191,0.001313,0.634271,0.000575,0.618205,0.000696,0.220381,0.000289,0.090283,0.002060,0.067606,0.000897,0.055294,0.000292,0.093472,0.000298,0.129388,0.001240,0.111498,0.001193,384
proposed_contact_budget_controller_v4_1,0.750000,2,0.701619,0.002629,0.715200,0.004736,0.100503,0.001088,0.099223,0.001334,0.633830,0.000605,0.618168,0.000692,0.220284,0.000273,0.090092,0.002095,0.067218,0.000935,0.055372,0.000275,0.093600,0.000316,0.129497,0.001265,0.111483,0.001222,384
