method,task,regime,split,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_reserve_starvation_rate,ci95_reserve_starvation_rate,mean_contact_overuse_rate,ci95_contact_overuse_rate,mean_calibration_error,ci95_calibration_error,mean_conservatism_rate,ci95_conservatism_rate,mean_predicted_breach_risk,ci95_predicted_breach_risk,mean_realized_breach_risk,ci95_realized_breach_risk,n
no_budget_planner,door_open_step_through,one_hand_occupied,clean_deployment,0.442084,0.001372,-0.015484,0.001617,0.302270,0.000731,0.214375,0.000511,0.338662,0.000915,0.272135,0.000874,0.140093,0.000523,0.267201,0.000625,0.244239,0.000631,0.130476,0.000441,0.014629,0.000489,0.257539,0.000474,0.299169,0.000403,80
no_budget_planner,door_open_step_through,one_hand_occupied,combined_stress,0.389228,0.001466,-0.147008,0.001690,0.337831,0.000661,0.254887,0.000527,0.319741,0.000911,0.254565,0.000828,0.146950,0.000519,0.283221,0.000637,0.255468,0.000614,0.137990,0.000473,0.023391,0.000456,0.289856,0.000462,0.334198,0.000409,80
no_budget_planner,door_open_step_through,one_hand_occupied,heldout_layout,0.418942,0.001421,-0.068987,0.001718,0.315590,0.000711,0.229972,0.000508,0.330711,0.000824,0.265068,0.000844,0.142439,0.000501,0.273659,0.000660,0.248452,0.000616,0.133686,0.000402,0.018398,0.000429,0.269760,0.000444,0.312624,0.000409,80
no_budget_planner,door_open_step_through,one_hand_occupied,heldout_object,0.430836,0.001550,-0.043693,0.001961,0.310079,0.000758,0.222824,0.000558,0.334335,0.000898,0.268577,0.000970,0.141280,0.000536,0.271106,0.000686,0.246665,0.000655,0.132290,0.000436,0.016462,0.000425,0.264718,0.000513,0.306777,0.000418,80
no_budget_planner,door_open_step_through,one_hand_occupied,heldout_payload,0.408512,0.001319,-0.106299,0.001564,0.329055,0.000807,0.244898,0.000540,0.326074,0.000875,0.260935,0.000868,0.144344,0.000523,0.277657,0.000609,0.251469,0.000597,0.135933,0.000451,0.020427,0.000455,0.281652,0.000523,0.325028,0.000398,80
no_budget_planner,door_open_step_through,unexpected_push,clean_deployment,0.407316,0.001497,-0.098079,0.001745,0.313366,0.000723,0.244969,0.000513,0.329053,0.000968,0.262293,0.000987,0.143301,0.000533,0.286905,0.000606,0.251469,0.000653,0.134107,0.000447,0.018758,0.000440,0.278688,0.000451,0.321502,0.000393,80
no_budget_planner,door_open_step_through,unexpected_push,combined_stress,0.334037,0.001272,-0.249386,0.001517,0.348032,0.000838,0.285854,0.000480,0.310808,0.000876,0.244665,0.000952,0.149683,0.000525,0.302671,0.000684,0.262685,0.000549,0.141742,0.000424,0.027766,0.000442,0.310954,0.000478,0.356343,0.000381,80
no_budget_planner,door_open_step_through,unexpected_push,heldout_layout,0.373898,0.001445,-0.160858,0.001749,0.325186,0.000763,0.260264,0.000504,0.321682,0.000835,0.255328,0.000820,0.146377,0.000506,0.293488,0.000630,0.256444,0.000640,0.137419,0.000471,0.023144,0.000438,0.290405,0.000445,0.334453,0.000378,80
no_budget_planner,door_open_step_through,unexpected_push,heldout_object,0.388315,0.001421,-0.133321,0.001637,0.320125,0.000743,0.253742,0.000525,0.325237,0.000891,0.259686,0.001002,0.144934,0.000552,0.290810,0.000663,0.253781,0.000655,0.135679,0.000409,0.021098,0.000436,0.285222,0.000454,0.328841,0.000366,80
no_budget_planner,door_open_step_through,unexpected_push,heldout_payload,0.359963,0.001346,-0.200901,0.001520,0.338355,0.000684,0.274402,0.000495,0.316457,0.000870,0.250239,0.000935,0.147903,0.000519,0.297357,0.000650,0.259338,0.000626,0.139237,0.000435,0.025067,0.000414,0.301349,0.000458,0.346322,0.000372,80
no_budget_planner,fallen_object_pickup,compound_contact_scarcity,clean_deployment,0.316229,0.001433,-0.288773,0.001949,0.357525,0.000763,0.283922,0.000567,0.312671,0.000923,0.248813,0.000847,0.150814,0.000524,0.344793,0.000657,0.273344,0.000671,0.142718,0.000391,0.028678,0.000459,0.323645,0.000468,0.369442,0.000416,80
no_budget_planner,fallen_object_pickup,compound_contact_scarcity,combined_stress,0.228985,0.001321,-0.457266,0.001430,0.393414,0.000742,0.326329,0.000524,0.293534,0.000894,0.230065,0.000901,0.158408,0.000532,0.360101,0.000620,0.285494,0.000678,0.151315,0.000495,0.039033,0.000481,0.356739,0.000474,0.405485,0.000399,80
no_budget_planner,fallen_object_pickup,compound_contact_scarcity,heldout_layout,0.279168,0.001340,-0.357990,0.001695,0.371007,0.000780,0.300098,0.000499,0.304201,0.000896,0.240159,0.000908,0.153739,0.000480,0.351360,0.000638,0.279025,0.000631,0.146648,0.000437,0.033583,0.000472,0.336559,0.000462,0.383496,0.000413,80
no_budget_planner,fallen_object_pickup,compound_contact_scarcity,heldout_object,0.295342,0.001362,-0.327687,0.001737,0.364365,0.000778,0.293162,0.000516,0.307187,0.000902,0.244218,0.000855,0.152791,0.000543,0.348878,0.000643,0.276822,0.000652,0.144684,0.000412,0.031466,0.000440,0.330841,0.000487,0.377240,0.000389,80
no_budget_planner,fallen_object_pickup,compound_contact_scarcity,heldout_payload,0.259195,0.001429,-0.405627,0.001807,0.384548,0.000804,0.315013,0.000556,0.298495,0.000863,0.235291,0.000920,0.156294,0.000493,0.355866,0.000613,0.281856,0.000647,0.148897,0.000426,0.035673,0.000440,0.348191,0.000493,0.396011,0.000454,80
no_budget_planner,fallen_object_pickup,contact_dropout,clean_deployment,0.370379,0.001425,-0.168162,0.001627,0.340271,0.000798,0.245367,0.000510,0.324698,0.000906,0.262935,0.000938,0.146250,0.000483,0.315574,0.000643,0.255965,0.000618,0.137526,0.000444,0.023040,0.000408,0.294030,0.000519,0.338142,0.000412,80
no_budget_planner,fallen_object_pickup,contact_dropout,combined_stress,0.308039,0.001436,-0.309802,0.001868,0.375555,0.000789,0.287340,0.000528,0.307701,0.000951,0.245470,0.000867,0.153179,0.000531,0.331387,0.000635,0.267102,0.000625,0.145914,0.000431,0.031719,0.000441,0.326809,0.000446,0.373757,0.000416,80
no_budget_planner,fallen_object_pickup,contact_dropout,heldout_layout,0.344689,0.001422,-0.224108,0.001683,0.353007,0.000784,0.261260,0.000521,0.317517,0.000867,0.255517,0.000820,0.149145,0.000517,0.322013,0.000666,0.260259,0.000619,0.140960,0.000399,0.026401,0.000440,0.306744,0.000465,0.351560,0.000368,80
no_budget_planner,fallen_object_pickup,contact_dropout,heldout_object,0.355070,0.001328,-0.201013,0.001758,0.348316,0.000725,0.254781,0.000532,0.321770,0.000853,0.258358,0.000914,0.147621,0.000518,0.319156,0.000618,0.257404,0.000575,0.139329,0.000423,0.024917,0.000463,0.301344,0.000421,0.346044,0.000408,80
no_budget_planner,fallen_object_pickup,contact_dropout,heldout_payload,0.329689,0.001328,-0.266897,0.001577,0.366698,0.000772,0.276259,0.000537,0.312115,0.000940,0.250035,0.000853,0.151049,0.000520,0.326769,0.000622,0.263089,0.000627,0.142967,0.000450,0.028756,0.000399,0.318459,0.000535,0.364181,0.000408,80
no_budget_planner,fallen_object_pickup,delayed_recovery_opportunity,clean_deployment,0.358247,0.001508,-0.193230,0.001710,0.333658,0.000726,0.257494,0.000528,0.323176,0.000825,0.259296,0.000892,0.146628,0.000489,0.331388,0.000627,0.257828,0.000659,0.138442,0.000434,0.024166,0.000419,0.300315,0.000489,0.344818,0.000369,80
no_budget_planner,fallen_object_pickup,delayed_recovery_opportunity,combined_stress,0.287536,0.001411,-0.343474,0.001666,0.369242,0.000704,0.298516,0.000522,0.304331,0.000917,0.240632,0.000920,0.153979,0.000511,0.346826,0.000577,0.269515,0.000615,0.146896,0.000427,0.032800,0.000458,0.333289,0.000448,0.380128,0.000374,80
no_budget_planner,fallen_object_pickup,delayed_recovery_opportunity,heldout_layout,0.326952,0.001373,-0.255114,0.001617,0.346394,0.000810,0.273019,0.000445,0.315679,0.000863,0.251014,0.000935,0.150124,0.000484,0.337952,0.000590,0.262772,0.000573,0.142009,0.000417,0.027608,0.000425,0.312812,0.000494,0.358205,0.000404,80
no_budget_planner,fallen_object_pickup,delayed_recovery_opportunity,heldout_object,0.341756,0.001514,-0.226571,0.001694,0.340652,0.000732,0.265844,0.000513,0.318448,0.000907,0.254782,0.000931,0.148480,0.000492,0.335094,0.000586,0.260668,0.000634,0.140493,0.000393,0.025964,0.000442,0.307292,0.000496,0.352146,0.000408,80
no_budget_planner,fallen_object_pickup,delayed_recovery_opportunity,heldout_payload,0.312253,0.001524,-0.296894,0.001839,0.359935,0.000781,0.287751,0.000506,0.310270,0.000883,0.246384,0.000864,0.151573,0.000483,0.342207,0.000642,0.266101,0.000627,0.144030,0.000408,0.029933,0.000463,0.324403,0.000453,0.370615,0.000383,80
no_budget_planner,fallen_object_pickup,low_friction_foot_contact,clean_deployment,0.414344,0.001412,-0.042471,0.001595,0.302812,0.000762,0.211147,0.000512,0.343422,0.000877,0.282357,0.000875,0.139062,0.000478,0.278703,0.000666,0.250642,0.000609,0.129407,0.000460,0.014484,0.000479,0.260027,0.000492,0.301146,0.000407,80
no_budget_planner,fallen_object_pickup,low_friction_foot_contact,combined_stress,0.349436,0.001452,-0.186137,0.001730,0.336890,0.000744,0.253052,0.000489,0.324715,0.000950,0.264533,0.000861,0.146221,0.000542,0.294270,0.000656,0.261904,0.000592,0.137262,0.000437,0.023033,0.000459,0.292141,0.000435,0.336209,0.000390,80
no_budget_planner,fallen_object_pickup,low_friction_foot_contact,heldout_layout,0.387256,0.001261,-0.099397,0.001547,0.314788,0.000746,0.226837,0.000519,0.335738,0.000872,0.274640,0.000960,0.142156,0.000540,0.285025,0.000632,0.255548,0.000616,0.132645,0.000398,0.017905,0.000452,0.271881,0.000451,0.314241,0.000401,80
no_budget_planner,fallen_object_pickup,low_friction_foot_contact,heldout_object,0.398117,0.001445,-0.074791,0.001841,0.308596,0.000811,0.219844,0.000488,0.338716,0.000851,0.279189,0.000911,0.140913,0.000520,0.282917,0.000642,0.253471,0.000659,0.131131,0.000452,0.016276,0.000441,0.266503,0.000516,0.308274,0.000427,80
no_budget_planner,fallen_object_pickup,low_friction_foot_contact,heldout_payload,0.371969,0.001309,-0.142385,0.001595,0.329084,0.000754,0.241327,0.000525,0.331081,0.000901,0.269912,0.000834,0.144337,0.000495,0.289777,0.000664,0.259017,0.000574,0.134684,0.000446,0.020835,0.000416,0.283692,0.000512,0.326934,0.000408,80
no_budget_planner,fallen_object_pickup,narrow_support_polygon,clean_deployment,0.400324,0.001346,-0.083111,0.001676,0.312027,0.000703,0.225425,0.000486,0.337309,0.000934,0.275504,0.000823,0.141637,0.000508,0.291660,0.000652,0.247698,0.000688,0.131814,0.000460,0.017136,0.000451,0.270930,0.000445,0.313111,0.000367,80
no_budget_planner,fallen_object_pickup,narrow_support_polygon,combined_stress,0.338637,0.001356,-0.224922,0.001608,0.347156,0.000745,0.266977,0.000499,0.317694,0.000890,0.256943,0.000944,0.148432,0.000516,0.307978,0.000653,0.259859,0.000629,0.140381,0.000482,0.026039,0.000465,0.303825,0.000467,0.348755,0.000383,80
no_budget_planner,fallen_object_pickup,narrow_support_polygon,heldout_layout,0.374318,0.001367,-0.140552,0.001660,0.325358,0.000773,0.241280,0.000454,0.328503,0.000885,0.267801,0.001009,0.144647,0.000489,0.298478,0.000640,0.252366,0.000639,0.135503,0.000497,0.021031,0.000436,0.283595,0.000487,0.326879,0.000405,80
no_budget_planner,fallen_object_pickup,narrow_support_polygon,heldout_object,0.385126,0.001293,-0.115115,0.001521,0.318866,0.000771,0.233924,0.000501,0.332398,0.000901,0.271164,0.000860,0.142904,0.000545,0.295496,0.000628,0.250288,0.000640,0.134149,0.000475,0.019316,0.000458,0.277692,0.000478,0.320487,0.000371,80
no_budget_planner,fallen_object_pickup,narrow_support_polygon,heldout_payload,0.359238,0.001305,-0.182765,0.001540,0.338299,0.000751,0.256376,0.000502,0.323117,0.000879,0.262510,0.000937,0.146768,0.000571,0.302609,0.000619,0.254971,0.000602,0.137776,0.000435,0.023278,0.000432,0.295155,0.000475,0.339158,0.000404,80
no_budget_planner,fallen_object_pickup,nominal_contacts,clean_deployment,0.443695,0.001354,0.019423,0.001505,0.291209,0.000754,0.197682,0.000481,0.350890,0.000902,0.290387,0.000905,0.136154,0.000487,0.266437,0.000613,0.233260,0.000682,0.125554,0.000451,0.010427,0.000453,0.246201,0.000357,0.286222,0.000355,80
no_budget_planner,fallen_object_pickup,nominal_contacts,combined_stress,0.393239,0.001361,-0.110501,0.001552,0.326488,0.000722,0.238934,0.000536,0.331838,0.000900,0.272266,0.000842,0.142824,0.000528,0.282629,0.000632,0.244784,0.000637,0.133903,0.000459,0.018950,0.000455,0.278687,0.000454,0.321657,0.000390,80
no_budget_planner,fallen_object_pickup,nominal_contacts,heldout_layout,0.421834,0.001478,-0.032575,0.001679,0.304386,0.000729,0.213146,0.000541,0.344224,0.000893,0.283131,0.000895,0.138849,0.000538,0.273134,0.000631,0.237552,0.000712,0.129151,0.000477,0.013864,0.000453,0.258365,0.000452,0.299689,0.000346,80
no_budget_planner,fallen_object_pickup,nominal_contacts,heldout_object,0.431163,0.001481,-0.009848,0.001860,0.298194,0.000773,0.205893,0.000529,0.346875,0.000816,0.285676,0.000922,0.138081,0.000479,0.270276,0.000614,0.236100,0.000652,0.127760,0.000461,0.012670,0.000431,0.252630,0.000465,0.293540,0.000404,80
no_budget_planner,fallen_object_pickup,nominal_contacts,heldout_payload,0.409522,0.001481,-0.072856,0.001640,0.317781,0.000783,0.227859,0.000548,0.336773,0.000895,0.277690,0.000897,0.140785,0.000492,0.278011,0.000640,0.240521,0.000642,0.131309,0.000474,0.016565,0.000473,0.270311,0.000477,0.312154,0.000414,80
no_budget_planner,fallen_object_pickup,one_hand_occupied,clean_deployment,0.413765,0.001353,-0.054642,0.001649,0.308838,0.000751,0.217072,0.000521,0.339307,0.000871,0.279539,0.000957,0.139920,0.000476,0.284412,0.000617,0.241959,0.000650,0.130635,0.000465,0.015672,0.000445,0.264490,0.000458,0.306070,0.000385,80
no_budget_planner,fallen_object_pickup,one_hand_occupied,combined_stress,0.359973,0.001346,-0.187944,0.001487,0.343972,0.000756,0.258401,0.000501,0.321305,0.000900,0.260950,0.000833,0.147385,0.000491,0.300600,0.000664,0.254008,0.000584,0.138515,0.000477,0.024479,0.000469,0.297068,0.000414,0.341484,0.000376,80
no_budget_planner,fallen_object_pickup,one_hand_occupied,heldout_layout,0.391236,0.001543,-0.106922,0.001684,0.321265,0.000764,0.232221,0.000512,0.332884,0.000889,0.271841,0.000903,0.142946,0.000504,0.291484,0.000643,0.247015,0.000677,0.134160,0.000426,0.019127,0.000408,0.276530,0.000474,0.319314,0.000404,80
no_budget_planner,fallen_object_pickup,one_hand_occupied,heldout_object,0.400811,0.001411,-0.083985,0.001697,0.315823,0.000807,0.225585,0.000497,0.335947,0.000880,0.275193,0.000925,0.141336,0.000467,0.288126,0.000620,0.244536,0.000652,0.132511,0.000445,0.017226,0.000420,0.271290,0.000473,0.313409,0.000419,80
no_budget_planner,fallen_object_pickup,one_hand_occupied,heldout_payload,0.378865,0.001438,-0.146828,0.001663,0.334655,0.000724,0.247303,0.000531,0.327449,0.000857,0.266278,0.000823,0.145260,0.000518,0.295239,0.000610,0.250094,0.000618,0.136340,0.000478,0.021851,0.000448,0.288011,0.000484,0.331701,0.000392,80
no_budget_planner,fallen_object_pickup,unexpected_push,clean_deployment,0.373153,0.001461,-0.146943,0.001846,0.320341,0.000818,0.249848,0.000457,0.330170,0.000831,0.267281,0.000909,0.144652,0.000441,0.305390,0.000663,0.250227,0.000651,0.135208,0.000450,0.021041,0.000449,0.286884,0.000513,0.329995,0.000399,80
no_budget_planner,fallen_object_pickup,unexpected_push,combined_stress,0.298388,0.001410,-0.300625,0.001582,0.355171,0.000674,0.291191,0.000521,0.311143,0.000905,0.249120,0.000857,0.150826,0.000475,0.321207,0.000577,0.261889,0.000590,0.143203,0.000468,0.029583,0.000440,0.319189,0.000392,0.365199,0.000346,80
no_budget_planner,fallen_object_pickup,unexpected_push,heldout_layout,0.341293,0.001476,-0.209424,0.001600,0.333368,0.000785,0.265664,0.000463,0.321587,0.000922,0.260199,0.000881,0.146987,0.000536,0.312212,0.000555,0.254896,0.000627,0.138141,0.000428,0.024453,0.000432,0.299211,0.000474,0.343538,0.000366,80
no_budget_planner,fallen_object_pickup,unexpected_push,heldout_object,0.356693,0.001512,-0.180986,0.001731,0.328077,0.000790,0.258771,0.000472,0.325718,0.000846,0.263221,0.000894,0.145697,0.000520,0.309604,0.000635,0.252917,0.000627,0.137117,0.000466,0.022838,0.000461,0.293977,0.000469,0.337889,0.000397,80
no_budget_planner,fallen_object_pickup,unexpected_push,heldout_payload,0.324197,0.001331,-0.253568,0.001437,0.346614,0.000747,0.280247,0.000523,0.316900,0.000912,0.254292,0.000847,0.148806,0.000522,0.316463,0.000699,0.258100,0.000555,0.140609,0.000389,0.027038,0.000418,0.310998,0.000435,0.355832,0.000387,80
no_budget_planner,push_cart_with_footstep,compound_contact_scarcity,clean_deployment,0.373436,0.001334,-0.208605,0.001562,0.347265,0.000701,0.276063,0.000464,0.314639,0.000949,0.245079,0.000898,0.149428,0.000496,0.323148,0.000687,0.268453,0.000598,0.141134,0.000381,0.026126,0.000423,0.311876,0.000474,0.357082,0.000354,80
no_budget_planner,push_cart_with_footstep,compound_contact_scarcity,combined_stress,0.285059,0.001222,-0.376935,0.001445,0.383034,0.000759,0.317572,0.000501,0.296218,0.000953,0.226797,0.000866,0.157034,0.000526,0.338905,0.000647,0.279606,0.000670,0.149161,0.000438,0.035966,0.000436,0.344620,0.000508,0.392606,0.000386,80
no_budget_planner,push_cart_with_footstep,compound_contact_scarcity,heldout_layout,0.335134,0.001410,-0.277628,0.001764,0.360823,0.000719,0.291309,0.000539,0.307515,0.000939,0.237384,0.000929,0.152293,0.000498,0.330673,0.000639,0.272473,0.000708,0.144463,0.000423,0.030319,0.000461,0.324298,0.000447,0.370699,0.000380,80
no_budget_planner,push_cart_with_footstep,compound_contact_scarcity,heldout_object,0.352067,0.001526,-0.247287,0.001770,0.354665,0.000808,0.284766,0.000519,0.309870,0.000837,0.240571,0.000842,0.151265,0.000512,0.326963,0.000639,0.270512,0.000667,0.143029,0.000427,0.028368,0.000422,0.318439,0.000466,0.364605,0.000377,80
no_budget_planner,push_cart_with_footstep,compound_contact_scarcity,heldout_payload,0.317128,0.001329,-0.322500,0.001631,0.373452,0.000739,0.306407,0.000501,0.301341,0.000919,0.232732,0.000858,0.154204,0.000502,0.334443,0.000597,0.275360,0.000669,0.146741,0.000448,0.032919,0.000459,0.335665,0.000415,0.382829,0.000364,80
no_budget_planner,push_cart_with_footstep,contact_dropout,clean_deployment,0.422626,0.001388,-0.098354,0.001606,0.332676,0.000805,0.240614,0.000520,0.327135,0.000872,0.257897,0.000994,0.144637,0.000585,0.295921,0.000666,0.251130,0.000654,0.136531,0.000424,0.020665,0.000465,0.284965,0.000487,0.328520,0.000406,80
no_budget_planner,push_cart_with_footstep,contact_dropout,combined_stress,0.362955,0.001361,-0.236951,0.001636,0.367691,0.000812,0.281660,0.000485,0.307603,0.000906,0.241184,0.000904,0.152062,0.000532,0.311682,0.000644,0.262773,0.000632,0.144407,0.000392,0.029759,0.000427,0.317147,0.000480,0.363632,0.000383,80
no_budget_planner,push_cart_with_footstep,contact_dropout,heldout_layout,0.396522,0.001447,-0.154638,0.001721,0.345038,0.000765,0.256508,0.000478,0.319815,0.000779,0.250730,0.000923,0.147747,0.000506,0.302817,0.000620,0.255651,0.000629,0.139541,0.000432,0.024431,0.000458,0.296867,0.000420,0.341880,0.000363,80
no_budget_planner,push_cart_with_footstep,contact_dropout,heldout_object,0.409861,0.001386,-0.127306,0.001832,0.339181,0.000797,0.248932,0.000533,0.322777,0.000834,0.254006,0.000866,0.146198,0.000483,0.299733,0.000661,0.254440,0.000612,0.137988,0.000412,0.022531,0.000423,0.291313,0.000499,0.335665,0.000444,80
no_budget_planner,push_cart_with_footstep,contact_dropout,heldout_payload,0.382887,0.001490,-0.194843,0.001868,0.358568,0.000749,0.270608,0.000525,0.314242,0.000895,0.245504,0.000838,0.149812,0.000532,0.306587,0.000621,0.258001,0.000618,0.141812,0.000430,0.026765,0.000488,0.308468,0.000495,0.353831,0.000420,80
no_budget_planner,push_cart_with_footstep,delayed_recovery_opportunity,clean_deployment,0.410167,0.001518,-0.123435,0.001656,0.325661,0.000814,0.252084,0.000496,0.324601,0.000835,0.253807,0.000934,0.145731,0.000516,0.311775,0.000634,0.253020,0.000665,0.137437,0.000482,0.021292,0.000479,0.290942,0.000481,0.334794,0.000394,80
no_budget_planner,push_cart_with_footstep,delayed_recovery_opportunity,combined_stress,0.340474,0.001288,-0.273385,0.001603,0.360980,0.000713,0.293881,0.000493,0.305486,0.000915,0.234999,0.000887,0.152936,0.000529,0.328032,0.000631,0.264811,0.000631,0.145098,0.000413,0.030843,0.000444,0.323552,0.000442,0.370421,0.000384,80
no_budget_planner,push_cart_with_footstep,delayed_recovery_opportunity,heldout_layout,0.380882,0.001422,-0.183215,0.001751,0.338473,0.000699,0.267402,0.000531,0.316111,0.000886,0.246785,0.000978,0.148641,0.000528,0.318921,0.000659,0.258179,0.000633,0.140545,0.000458,0.025512,0.000454,0.303163,0.000506,0.348210,0.000396,80
no_budget_planner,push_cart_with_footstep,delayed_recovery_opportunity,heldout_object,0.393417,0.001402,-0.156185,0.001590,0.331565,0.000742,0.260705,0.000494,0.320953,0.000874,0.249431,0.000847,0.147699,0.000493,0.315461,0.000604,0.255842,0.000617,0.138970,0.000447,0.024026,0.000396,0.297025,0.000467,0.341787,0.000364,80
no_budget_planner,push_cart_with_footstep,delayed_recovery_opportunity,heldout_payload,0.364573,0.001360,-0.226127,0.001684,0.351407,0.000766,0.282401,0.000531,0.311512,0.000904,0.242031,0.000872,0.150823,0.000522,0.322437,0.000653,0.260940,0.000633,0.142926,0.000464,0.027916,0.000478,0.314548,0.000477,0.360345,0.000366,80
no_budget_planner,push_cart_with_footstep,low_friction_foot_contact,clean_deployment,0.463442,0.001363,0.018362,0.001619,0.297253,0.000671,0.209019,0.000466,0.342846,0.000943,0.276649,0.000847,0.139204,0.000475,0.260809,0.000604,0.246631,0.000642,0.128687,0.000432,0.012887,0.000397,0.252618,0.000492,0.293844,0.000370,80
no_budget_planner,push_cart_with_footstep,low_friction_foot_contact,combined_stress,0.400326,0.001401,-0.123264,0.001723,0.331672,0.000757,0.249877,0.000510,0.323841,0.000807,0.257795,0.000934,0.145834,0.000483,0.276316,0.000628,0.258422,0.000632,0.136923,0.000441,0.021983,0.000421,0.284880,0.000436,0.328686,0.000372,80
no_budget_planner,push_cart_with_footstep,low_friction_foot_contact,heldout_layout,0.435836,0.001455,-0.037979,0.001760,0.308565,0.000724,0.223975,0.000502,0.334767,0.000788,0.269364,0.000933,0.141414,0.000501,0.267204,0.000662,0.251802,0.000632,0.132456,0.000445,0.016277,0.000413,0.264255,0.000444,0.306527,0.000354,80
no_budget_planner,push_cart_with_footstep,low_friction_foot_contact,heldout_object,0.447455,0.001445,-0.013681,0.001806,0.303608,0.000809,0.216780,0.000477,0.338544,0.000847,0.271739,0.000883,0.140882,0.000513,0.264996,0.000690,0.249715,0.000592,0.130358,0.000452,0.015427,0.000425,0.258953,0.000465,0.300789,0.000399,80
no_budget_planner,push_cart_with_footstep,low_friction_foot_contact,heldout_payload,0.420865,0.001325,-0.081270,0.001602,0.323150,0.000763,0.238971,0.000525,0.330310,0.000814,0.263291,0.000861,0.143826,0.000447,0.271596,0.000668,0.254676,0.000596,0.134254,0.000417,0.019148,0.000458,0.276413,0.000492,0.319347,0.000411,80
no_budget_planner,push_cart_with_footstep,narrow_support_polygon,clean_deployment,0.449937,0.001449,-0.020460,0.001701,0.305453,0.000752,0.222584,0.000557,0.337136,0.000818,0.269492,0.000899,0.141303,0.000524,0.273247,0.000654,0.244550,0.000642,0.131687,0.000421,0.015913,0.000469,0.263141,0.000425,0.305236,0.000406,80
no_budget_planner,push_cart_with_footstep,narrow_support_polygon,combined_stress,0.390695,0.001375,-0.158498,0.001539,0.340622,0.000847,0.263551,0.000514,0.318150,0.000864,0.251086,0.000935,0.148073,0.000513,0.288879,0.000604,0.255456,0.000651,0.139615,0.000457,0.024231,0.000412,0.295495,0.000450,0.340257,0.000425,80
no_budget_planner,push_cart_with_footstep,narrow_support_polygon,heldout_layout,0.422966,0.001411,-0.077968,0.001655,0.318711,0.000831,0.237763,0.000470,0.328311,0.000900,0.261369,0.000803,0.143782,0.000474,0.279897,0.000664,0.248948,0.000592,0.134979,0.000462,0.019199,0.000486,0.275330,0.000428,0.318570,0.000359,80
no_budget_planner,push_cart_with_footstep,narrow_support_polygon,heldout_object,0.435632,0.001415,-0.051858,0.001595,0.312403,0.000766,0.230991,0.000541,0.331566,0.000801,0.264292,0.000960,0.143479,0.000481,0.277188,0.000643,0.246361,0.000657,0.133291,0.000466,0.017841,0.000442,0.269459,0.000504,0.312439,0.000404,80
no_budget_planner,push_cart_with_footstep,narrow_support_polygon,heldout_payload,0.410678,0.001320,-0.116960,0.001609,0.331940,0.000808,0.252353,0.000528,0.323563,0.000819,0.256861,0.000908,0.145573,0.000478,0.284293,0.000702,0.251934,0.000626,0.137208,0.000495,0.021847,0.000478,0.287144,0.000490,0.330833,0.000437,80
no_budget_planner,push_cart_with_footstep,nominal_contacts,clean_deployment,0.490594,0.001317,0.078112,0.001634,0.285759,0.000775,0.194929,0.000506,0.350356,0.000883,0.284575,0.000906,0.135574,0.000516,0.249212,0.000631,0.229398,0.000650,0.125990,0.000434,0.009230,0.000472,0.239113,0.000458,0.279021,0.000398,80
no_budget_planner,push_cart_with_footstep,nominal_contacts,combined_stress,0.439281,0.001266,-0.052021,0.001484,0.320778,0.000703,0.236138,0.000504,0.331685,0.000951,0.265760,0.000911,0.142263,0.000540,0.264719,0.000630,0.240791,0.000653,0.133374,0.000443,0.017604,0.000452,0.271373,0.000499,0.314048,0.000406,80
no_budget_planner,push_cart_with_footstep,nominal_contacts,heldout_layout,0.469918,0.001397,0.027084,0.001682,0.298267,0.000684,0.210628,0.000512,0.342733,0.000993,0.276241,0.000867,0.138499,0.000510,0.255487,0.000612,0.234921,0.000618,0.128886,0.000441,0.012965,0.000443,0.251213,0.000429,0.292316,0.000373,80
no_budget_planner,push_cart_with_footstep,nominal_contacts,heldout_object,0.479454,0.001369,0.049011,0.001520,0.293010,0.000785,0.203840,0.000492,0.344908,0.000901,0.278439,0.000803,0.137531,0.000514,0.253028,0.000626,0.231959,0.000658,0.127568,0.000485,0.011469,0.000444,0.245828,0.000401,0.286597,0.000333,80
no_budget_planner,push_cart_with_footstep,nominal_contacts,heldout_payload,0.459074,0.001437,-0.010307,0.001654,0.311346,0.000785,0.225176,0.000527,0.337486,0.000916,0.271636,0.000787,0.140565,0.000512,0.259757,0.000657,0.237295,0.000673,0.131038,0.000458,0.015051,0.000405,0.262696,0.000516,0.304399,0.000410,80
no_budget_planner,push_cart_with_footstep,one_hand_occupied,clean_deployment,0.462970,0.001368,0.006819,0.001560,0.302913,0.000735,0.214567,0.000520,0.339926,0.000852,0.272731,0.000852,0.140096,0.000506,0.266612,0.000600,0.237860,0.000599,0.130300,0.000479,0.013827,0.000452,0.257038,0.000436,0.298549,0.000381,80
